Topic,Count,Name,Representation,Representative_Docs
112,49,112_drone_drones_disaster_wmn,"['drone', 'drones', 'disaster', 'wmn', 'rosnet', 'survivor', 'uav', 'aerial', 'shivani', 'shruti']","['role cyber security drone technology', 'case studies drone', 'drone disaster management']"
113,49,113_corrosion_coating_coatings_nanotube,"['corrosion', 'coating', 'coatings', 'nanotube', 'graphene', 'oxide', 'electrodeposite', 'nico', 'incorporation', 'chemistry']","['microstructure corrosion behaviour nico carbon nanotube composite coating', 'microstructure corrosion property zinc graphene oxide composite coating', 'grain boundary engineering ni carbon nanotube composite coating effect corrosion behaviour coating']"
114,49,114_bert_language_answer_question,"['bert', 'language', 'answer', 'question', 'natural', 'generation', 'textual', 'nlp', 'pre', 'automatic']","['performance analysis information retrieval methods pre train language models question answering systems', 'extractive long form question answer annual reports bert', 'fine tune bert models conversational question answer coqa dataset']"
115,48,115_encryption_homomorphic_aes_decryption,"['encryption', 'homomorphic', 'aes', 'decryption', 'encrypt', 'cipher', 'fully', 'fpga', 'lea', 'pipelined']","['homomorphic encryption scheme data security cloud compression technique', 'application homomorphic encryption machine learning', 'design novel hardware architecture fully homomorphic encryption algorithm fpga real time datum cloud computing']"
116,48,116_dichalcogenide_exciton_moir_transition,"['dichalcogenide', 'exciton', 'moir', 'transition', 'monolayer', 'bilayer', 'twisted', 'ws', 'dichalcogenides', 'trion']","['reconstruction moiré lattice twisted transition metal dichalcogenide bilayer', 'moiré transition metal dichalcogenide twisted bilayer', 'exciton fine structure twisted transition metal dichalcogenide heterostructure']"
117,47,117_music_audio_instrumental_musical,"['music', 'audio', 'instrumental', 'musical', 'carnatic', 'genre', 'classical', 'rhythm', 'ragas', 'sound']","['melodic filtering indian classical instrumental music', 'generate music machine learning', 'comparative study audio source separation techniques indian classical music performance evaluation analysis']"
118,47,118_waste_segregation_garbage_management,"['waste', 'segregation', 'garbage', 'management', 'robotic', 'arm', 'peerj', 'mr', 'cleaner', 'solid']","['automatic waste segregation system', 'smart waste management system iot', 'technology segregation management solid waste review']"
119,46,119_seismic_tunnel_earthquake_hazard,"['seismic', 'tunnel', 'earthquake', 'hazard', 'ground', 'basin', 'site', 'motion', 'gangetic', 'indo']","['deterministic seismic hazard analysis north central himalayas region specific ground motion prediction equation', 'seismic design performance', 'semi analytical solution 3d response tunnel subject seismic wave']"
120,46,120_dft_hirshfeld_schiff_synthesis,"['dft', 'hirshfeld', 'schiff', 'synthesis', 'docking', 'pyrazole', 'crystal', 'complex', 'characterization', 'derivative']","['synthesis structure elucidation dft study new thiazole pyridine anchor nnn donor cobalt(ii complex vitro antitumor activity u937 cancer cell dna bind property molecular docking study', 'square planar trans?n2o2 cu(ii complex synthesis crystal structure hirshfeld surface dft antimicrobial docking studies', 'jahn teller distortion sp like cu(bipy)(triamine)].2bf4 complex novel synthon xrd hsa interaction physicochemical electrochemical dft docking cox lox inhibition']"
121,46,121_cable_continuum_kinematic_jointed,"['cable', 'continuum', 'kinematic', 'jointed', 'compliant', 'gripper', 'robots', 'freedom', 'grasping', 'chain']","['structural synthesis analysis 12 link freedom simple jointed kinematic chain', 'profile estimation cable drive continuum robot general cable routing', 'modelling cable drive continuum robots general cable routing comparison']"
122,46,122_agile_requirements_industry_40,"['agile', 'requirements', 'industry', '40', 'software', 'readiness', 'maturity', 'literature', 'systematic', '5g6']","['streamline agile development role conceptual models requirements management', 'systematic literature review agile software development project', 'impact technology agile project management cross industry analysis']"
123,45,123_otfs_doppler_zak_delay,"['otfs', 'doppler', 'zak', 'delay', 'superimposed', 'pilot', 'channel', 'estimation', 'dzt', 'relation']","['low complexity delay doppler channel estimation discrete zak transform based otfs', 'learn time frequency domain fractional delay doppler channel estimation otfs', 'channel radar parameter estimation fractional delay doppler otfs']"
124,45,124_caching_coded_access_caches,"['caching', 'coded', 'access', 'caches', 'placement', 'shared', 'pda', 'schemes', 'resolvable', 'delivery']","['multi access coded caching secure delivery', 'coded caching hierarchical layer networks coded placement', 'multi access coded caching coded placement']"
125,44,125_finfet_nm_finfets_junctionless,"['finfet', 'nm', 'finfets', 'junctionless', 'gaa', 'fet', 'gate', 'mosfet', 'sram', 'technology']","['bit r-2r dac 18 nm finfet technology', 'design high speed hybrid adders finfet 18 nm technology', 'design novel low power architecture 4:2 5:2 compressor bit counter nm finfet technology']"
126,44,126_graph_hypergraphs_hypergraph_relational,"['graph', 'hypergraphs', 'hypergraph', 'relational', 'convolutional', 'periphery', 'networks', 'convolution', 'confidence', 'factorisation']","['performance modelling graph neural networks', 'graph neural networks soft semi supervised learning hypergraphs', 'line hypergraph convolution network apply graph convolution hypergraphs']"
127,44,127_vehicular_vanet_adhoc_hoc,"['vehicular', 'vanet', 'adhoc', 'hoc', 'ad', 'title', 'networks', 'vineeth', 'misbehavior', 'intersessions']","['predict future localization base routing algorithm vehicular adhoc network', 'performance enhancement video data transmission vehicular adhoc networks', 'intelligent vehicular traffic signal control vehicular adhoc networks']"
128,44,128_diffusion_multicomponent_tracer_coefficient,"['diffusion', 'multicomponent', 'tracer', 'coefficient', 'pseudo', 'ternary', 'coefficients', 'couple', 'binary', 'ideal']","['experimental estimation method diffusion coefficient ternary multicomponent system single diffusion profile', 'correlation estimate diffusion coefficient different type diffusion couple multicomponent system', 'pseudo binary pseudo ternary diffusion couple method estimation diffusion coefficient multicomponent system high entropy alloy']"
129,44,129_hyperspectral_satellite_land_multispectral,"['hyperspectral', 'satellite', 'land', 'multispectral', 'landsat7', 'classification', 'image', 'remote', 'imagery', 'cover']","['transformation multispectral data quasi hyperspectral data convolutional neural network regression', 'comparative assessment spectral reduction techniques machine learning classifiers hyperspectral image classification', 'performance evaluation convolutional neural network hyperspectral multispectral resolution classification']"
130,43,130_reinforcement_actor_critic_reward,"['reinforcement', 'actor', 'critic', 'reward', 'policy', 'agent', 'mdp', 'prioritize', 'learning', 'average']","['trade agent indian stock market scenario actor critic base reinforcement learning', 'attention actor critic algorithm multi agent constrained co operative reinforcement learning', 'actor critic algorithms constrained multi agent reinforcement learning']"
131,43,131_esd_scr_ldmos_ldmo,"['esd', 'scr', 'ldmos', 'ldmo', 'voltage', 'hv', 'filament', 'current', 'insights', 'drain']","['physical insight holding voltage engineering scr esd protection', 'design insights address low current esd failure power scalability issues high voltage ldmos scr device', 'physical insight low current esd failure ldmos scr implication power scalability']"
132,42,132_hypersonic_blunt_shock_cone,"['hypersonic', 'blunt', 'shock', 'cone', 'transonic', 'nose', 'flow', 'body', 'sonic', 'spiked']","['investigation heat transfer hypersonic flow modified spike blunt body', 'hypersonic flow past spherically blunt nose cone computational study', 'hypersonic flow past spherically blunt nose cone computational study']"
133,42,133_transportation_freight_travel_mile,"['transportation', 'freight', 'travel', 'mile', 'salesman', 'florida', 'truck', 'problem', 'delivery', 'trip']","['multi objective genetic algorithm approach design optimal zoning system freight transportation planning', 'optimal cost truck triangulation dynamic intermodal freight transportation supply chain', 'identify large freight traffic generator investigate impact travel pattern decision tree approach mile delivery management']"
134,42,134_graphene_oxide_reduce_reduced,"['graphene', 'oxide', 'reduce', 'reduced', 'accessory', 'tattoo', 'biomonitoring', 'sensor', 'vis', 'dyad']","['synthesis characterization graphene oxide reduce graphene oxide chemically reduce different time duration', 'reduced graphene oxide base ray detector space application', 'modeling simulation reduced graphene oxide base radiation sensor']"
135,42,135_groundwater_river_water_basin,"['groundwater', 'river', 'water', 'basin', 'india', 'catchment', 'gis', 'geo', 'irrigated', 'arkavathi']","['prioritization sub watershed kanakapura watershe arkavathi river basin karnataka india- remote sensing gis', 'estimation specific yield hard rock aquifer upper cauvery river basin region india application ambhas-1d groundwater model', 'assess impact climate change induce increase groundwater abstraction aquifer storage noyyal river basin india']"
136,41,136_noma_relay_outage_underlay,"['noma', 'relay', 'outage', 'underlay', 'sharing', 'imperfect', 'csi', 'spectrum', 'adaptation', 'selection']","['performance enhancement dual stage noma relay assisted power line communication', 'outage performance relay assisted single- dual stage noma power line communications', 'outage performance relay assisted noma power line communications']"
137,41,137_dehazing_image_denoising_deblurring,"['dehazing', 'image', 'denoising', 'deblurring', 'bilateral', 'blur', 'enhancement', 'light', 'restoration', 'filtering']","['single image video dehazing dark channel prior dcp)-base approach', 'single image dehazing attention layer convolutional neural network', 'd^2ehazing$$ real time dehazing traffic video analytics fast dynamic bilateral filtering']"
138,40,138_membrane_polymerizable_hyperbranche_porogens,"['membrane', 'polymerizable', 'hyperbranche', 'porogens', 'clickable', 'polyelectrolyte', 'acceptor', 'copolymer', 'donor', 'polymer']","['pore size tuning multifunctional porous polymer matrices mixtures polymerizable porogens', 'orthogonally clickable hyperbranche polymer effect reactant size polarity core functionalization peripherally jacket hbp', 'counterion base polymerizable porogens direct preparation nanoporous polymer matrices control pore size carboxylic acid content']"
139,40,139_orthogonality_banach_birkhoff_operator,"['orthogonality', 'banach', 'birkhoff', 'operator', 'james', 'norm', 'smoothness', 'bounded', 'space', 'attainment']","['remark birkhoff james orthogonality linear operator', 'symmetry birkhoff james orthogonality bounded linear operators', 'approximate birkhoff james orthogonality smoothness space bounded linear operator']"
140,40,140_memristor_emulator_memristors_memory,"['memristor', 'emulator', 'memristors', 'memory', 'manybody', 'vdta', 'memristive', 'neuromorphic', 'neuronal', 'circuit']","['energy space efficient parallel adder molecular memristor', 'many‐body molecular interactions memristor', 'study memristor applications']"
141,40,141_anomaly_outlier_unsupervised_outli,"['anomaly', 'outlier', 'unsupervised', 'outli', 'detection', 'anomalies', 'series', 'expertise', 'pixelcnn', 'profcad']","['outlier detection technique applications', 'outlier detection', 'application machine learning anomaly detection']"
142,39,142_chatbot_conversational_consultation_chatbots,"['chatbot', 'conversational', 'consultation', 'chatbots', 'vemana', 'koramangala', '16th', 'icwite', '17th', 'health']","['artificial intelligence base chatbot virtual health consultation', 'knowledge graph base medical chatbot building', 'comprehensive review conversational ai base chatbot type applications future trends']"
143,39,143_ecg_electrocardiogram_invasive_signal,"['ecg', 'electrocardiogram', 'invasive', 'signal', 'ventricular', 'fouri', 'apnea', 'heartbeat', 'sleep', 'respiration']","['portable non invasive device ecg emg monitoring', 'biometric identification ecg signal fouri decomposition machine learning', 'analysis ecg biometric identification']"
144,39,144_additive_manufacturing_biomedical_graduates,"['additive', 'manufacturing', 'biomedical', 'graduates', 'manufactured', 'review', 'edm', 'material', 'yakshagana', 'acetabular']","['special issue additive manufacturing', 'development polymer composites additive manufacturing process', 'role additive manufacturing biomedical engineering']"
145,39,145_fdtd_transmission_line_dept,"['fdtd', 'transmission', 'line', 'dept', '2d3d', 'electromagnetic', 'lines', 'telegrapher', 'comm', 'ele']","['fdtd analysis guided electromagnetic wave interaction time modulated dielectric medium', 'computational techniques design analysis time vary capacitor loaded transmission lines fdtd simulink', 'computational techniques design analysis time vary capacitor load transmission lines fdtd simulink']"
146,38,146_harvesting_nanogenerator_atomically_piezoelectric,"['harvesting', 'nanogenerator', 'atomically', 'piezoelectric', 'triboelectric', 'harvester', 'energy', 'gadolinium', 'telluride', 'rain']","['rain energy harvesting atomically thin gadolinium telluride decorated 3d printed nanogenerator', 'experimental design analysis triboelectric nanogenerator energy harvesting application', 'rain energy harvesting atomically thin gadolinium telluride decorate 3d printed nanogenerator']"
147,38,147_soco___,"['soco', '', '', '', '', '', '', '', '', '']","['', '', 'soco']"
148,38,148_activity_human_recognition_retrieving,"['activity', 'human', 'recognition', 'retrieving', 'timestamps', '258', 'icaci', 'mysuru', 'gsss', '37603770']","['comparative analysis machine learning deep learning approaches human activity recognition', 'survey high level design human activity recognition', 'implementation anomalous human activity recognition system international conference adaptive computational intelligence icaci 2019 hold gsss institute engineering technology women mysuru 18th 19th july 2019 authors raksha shreyas d.g. b.g. prasad']"
149,38,149_machine_algorithms_ska_melakarta,"['machine', 'algorithms', 'ska', 'melakarta', 'learning', 'federate', 'optimizer', 'statistical', 'paradigm', 'simulator']","['analyze performance sampling techniques imbalanced datasets 12th international conference signal processing integrated networks spin 2025 20 21 february 2025 organize department electronics communication engineering aset amity university noida delhi ncr india', 'improve time efficiency big datum progressive sampling base classification model indonesian journal electrical engineering computer science issn 2502 4752 pp.248 260 vol 33 no.1 doi 10.11591 author nandita bangera kayarvizhy shubham luharuka asha manek', 'machine learning base classification recognition melakarta ragas melakarta chakra analysis ieee 8th international conference computational system information technology sustainable solutions csitss rv college engineering 07 09 november 2024 author ds shreevatsa']"
150,38,150_coating_constitution_corrosion_grain,"['coating', 'constitution', 'corrosion', 'grain', 'electrodeposite', 'texture', 'boundary', 'sn', 'permeation', 'coatings']","['effect deposition temperature evolution texture grain boundary constitution corrosion behaviour sn cr coating', 'effect texture grain boundary constitution molybdenum partition corrosion hydrogen permeation behavior pulse electrodeposite ni mo coating', 'evolution texture grain boundary constitution strain corrosion behavior electrodeposite ni coatings function deposition current density']"
151,37,151_perovskite_halide_perovskites_lead,"['perovskite', 'halide', 'perovskites', 'lead', 'cspbbr', 'cs', 'vacancy', 'iodide', 'nanocrystal', 'stereochemically']","['formation iodide rich domains halide segregation lead halide perovskite nanocrystals', 'unravel low temperature structural dielectric characteristic lead free bismuth halide perovskite', 'band gap variation structural disorder dimensional mixed halide hybrid lead perovskites']"
152,37,152_101063500150351_12351247_101063500616582_101063500616581,"['101063500150351', '12351247', '101063500616582', '101063500616581', '101063500610072', '101063500565451', '101063500404401', '101063500371202', '101063500371201', '101063500150352']","['10.1063/5.0075583.2', '10.1063/5.0061658.2', 'eur chem bull vol 12 pp 1235–1247']"
153,37,153_fraud_credit_fraudulent_card,"['fraud', 'credit', 'fraudulent', 'card', 'financial', 'currency', 'insurance', 'transaction', 'prevention', 'health']","['effective financial fraud detection system base graph attention network', 'generative ai base financial fraud detection system', 'empirical analysis machine learning model detect credit card fraud']"
154,37,154_induction_motor_sided_polygonal,"['induction', 'motor', 'sided', 'polygonal', 'vector', '24', 'drives', 'pwm', 'asymmetrical', 'space']","['dense multilevel 30 sided space vector generation single dc link induction motor drive', 'high resolution 30 sided space vector generation single dc link induction motor drives', 'multilevel 30 sided space vector structure generation induction motor drive single dc link']"
155,37,155_laser_bed_powder_fusion,"['laser', 'bed', 'powder', 'fusion', 'ti6al4v', 'in718', 'additive', 'manufacturing', 'hastelloy', '316l']","['evolution site specific solidification microstructure texture additive manufacturing stainless steel 316l laser powder bed fusion', 'laser powder bed fusion additive manufacturing low modulus ti–35nb–7zr–5ta alloy orthopedic application', 'multi‐phase field model laser powder bed fusion base additive manufacturing in718 superalloy']"
156,37,156_water_nanoconfined_ice_molecular,"['water', 'nanoconfined', 'ice', 'molecular', 'mixture', 'initio', 'ethanol', 'dipolar', 'ab', 'zhu']","['anomalous dielectric response nanoconfined water', 'different dynamic nanoconfined water', 'geometry hydrogen bond water ethanol mixture ab initio molecular dynamic simulation']"
157,36,157_wlan_throughput_mac_tsch,"['wlan', 'throughput', 'mac', 'tsch', '802154e', 'wi', 'fi', 'obss', 'wireless', '80211']","['throughput analysis dense deploy wlan machine learning', 'machine learning approach predict throughput high extreme high throughput wlan dense deployment', 'saturation throughput analysis hybrid access mac protocol ieee 802.11ax wlan']"
158,36,158_crop_recommendation_fertilizer_yield,"['crop', 'recommendation', 'fertilizer', 'yield', 'ashwitha', 'wine', 'bhat', 'srinidhi', 'prediction', 'machine']","['crop connect approach crop recommendation', 'optimize method prediction recommendation crop fusion ensemble learn crop recommendation model', 'intelligent crop recommendation system machine learning']"
159,36,159_cloud_secure_security_storage,"['cloud', 'secure', 'security', 'storage', 'privacy', 'data', 'preserving', 'reinvent', 'computing', 'environment']","['bgnba oco based privacy preserving attribute based access control data duplication secure storage cloud', 'secure cloud storage techniques review', 'application cloud computing technology computer secure storage']"
160,36,160_superalloy_creep_coni_ni,"['superalloy', 'creep', 'coni', 'ni', 'in740h', 'ded', 'mo', 'cmsx4', 'co', 'solidify']","['role threshold stress creep in740h γ′-lean ni base superalloy', 'understand role microstructural mechanical enhancement coni base superalloy', 'effect addition microstructural evolution coni base superalloy']"
161,35,161_sign_language_indian_translation,"['sign', 'language', 'indian', 'translation', 'recognition', 'hand', 'interpreter', 'gestures', 'pose', 'impair']","['indian sign language translation deep learning', 'sign language recognition deep learning', 'gan base indian sign language synthesis']"
162,35,162_concrete_plain_fracture_meso,"['concrete', 'plain', 'fracture', 'meso', 'cementitious', 'beams', 'notched', 'beam', 'fatigue', 'reinforced']","['micromechanical effects loading frequency fatigue fracture concrete', 'effect different shape aggregate behaviour plain concrete beam meso scale', 'meso scale study plain concrete beam ambient high temperature']"
163,35,163_upqc_reactive_transient_power,"['upqc', 'reactive', 'transient', 'power', 'distribution', 'quality', '3p4sw', 'load', 'dispatch', 'improvement']","['3p4sw 3p9sw base upqc topologies improve power quality medium voltage distribution system', 'power quality improvement upqc soft computing techniques', '3p4sw base upqc improve power quality medium voltage distribution system']"
164,34,164_wedge_boundary_move_layer,"['wedge', 'boundary', 'move', 'layer', 'flow', 'immerse', 'laminar', 'blockage', 'instability', '025315']","['stability hydromagnetic boundary layer flow non newtonian power law fluid flow move wedge', 'linear stability momentum boundary layer flow heat transfer move wedge', 'boundary layer flow power law fluid move wedge linear stability analysis']"
165,34,165_twin_digital_twins_vr,"['twin', 'digital', 'twins', 'vr', 'factories', 'office', 'healthcare', 'practice', 'csitss60515202310334087', 'hosl']","['digital twin generative ai product development', 'assessment digital twin healthcare future industry 6.0', 'process parameter monitoring control digital twin']"
166,34,166_phonon_pyrochlore_iridate_raman,"['phonon', 'pyrochlore', 'iridate', 'raman', 'pressure', 'xbix2ir2o7', 'isostructural', 'ray', 'diffraction', 'renormalization']","['raman signature quadratic band touch state strong spin phonon coupling pyrochlore iridate sm bi ir', 'role spin phonon electron phonon interaction phonon renormalization eu$_{1 x}$bi$_x$)$_2$ir$_2$o$_7 metal insulator phase transition temperature dependent raman ray study', 'role spin phonon electron phonon interaction phonon renormalization eu bi ir metal insulator phase transition temperature dependent raman ray study']"
167,34,167_algebra_hecke_representation_lie,"['algebra', 'hecke', 'representation', 'lie', 'moody', 'classical', 'twist', 'kac', 'unity', 'group']","['correction article hecke algebra isomorphism close local field', 'hecke algebra isomorphism close local field', 'center hecke algebra type']"
168,34,168_gpu_cpu_smale_shared,"['gpu', 'cpu', 'smale', 'shared', 'accelerate', 'conjugate', 'morse', 'computation', 'architecture', 'memory']","['share buffer crossbar architecture gpu cpu', 'design shared buffer architecture cpu gpu chip network', 'gpu architecture programming challenges']"
169,33,169_shot_zero_continual_distillation,"['shot', 'zero', 'continual', 'distillation', 'replay', 'generalized', 'generalize', 'knowledge', 'generative', 'instance']","['zero shot knowledge distillation deep networks', 'generalized continual zero shot learning', 'generative replay base continual zero shot learning']"
170,33,170_hypergeometric_feynman_integral_mathematica,"['hypergeometric', 'feynman', 'integral', 'mathematica', 'multivariable', 'integrals', 'function', 'riemann', 'olssonwl', 'package']","['massive loop conformal feynman integral quadratic transformation multiple hypergeometric series', 'guidebook recent mathematica implementation feynman integral hypergeometric function theory related topic', 'ϵ-expansion multivariable hypergeometric function appear feynman integral calculus']"
171,33,171_retinopathy_diabetic_glaucoma_retinal,"['retinopathy', 'diabetic', 'glaucoma', 'retinal', 'fundus', 'screening', 'kalpana', '1314', 'best', 'matlab']","['diabetic retinopathy classification deep learning techniques', 'diabetic retinopathy prediction deep learning', 'detection diabetic retinopathy application deep learning model']"
172,33,172_gaze_eye_appearance_users,"['gaze', 'eye', 'appearance', 'users', 'impairment', 'head', 'severe', 'display', 'hri', 'eog']","['analyze eye gaze users learning disability', 'deep learning base eye gaze estimation military aviation', 'eye gaze controlled head display']"
173,33,173_granular_dilatancy_cohesive_shakedown,"['granular', 'dilatancy', 'cohesive', 'shakedown', 'dense', 'sheared', 'micromechanic', 'constitutive', 'continuum', 'force']","['evolution structure cohesive granular ensemble compression', 'dilatancy drive secondary flow dense granular material', 'dynamic liquid film flow granular chain']"
174,32,174_microfluidic_cytometry_impedance_lateral,"['microfluidic', 'cytometry', 'impedance', 'lateral', 'immunoassay', 'assay', 'cytometer', 'pmut', 'colorimetric', 'phenomena']","['flash imaging microfluidic', 'paper microfluidic signal enhance immunoassay', 'new approach accurate determination particle size microfluidic impedance cytometry']"
175,32,175_electrochromic_magnetron_sputter_sputtering,"['electrochromic', 'magnetron', 'sputter', 'sputtering', 'wo3', 'deposit', 'rf', 'thin', 'film', 'tungsten']","['effect deposition parameter optical structural property silicon hydrogen film deposit rf magnetron sputtering silicon', 'impact thickness structural optical electrochromic properties wo3 films deposit sputtering smart window applications', 'effect annealing oxygen partial pressure rf sputter wo3 thin film electrochromic application']"
176,32,176_polypyrrole_manganite_pss_pedot,"['polypyrrole', 'manganite', 'pss', 'pedot', 'conductivity', 'murugendrappa', 'conduction', 'hopping', 'ac', 'smitha']","['dimensional variable range hopping thermally activated conduction mechanism polypyrrole zinc cobalt oxide nanocomposites rani ananda sutar latha kumari murugendrappa m. v. acs publications journal physical chemistry', 'investigation temperature dependent conduction mechanism mnco2o4 polypyrrole nanocomposite dimensional variable range hopping 3d vrh band conduction model rani ananda sutar latha kumari murugendrappa m. v. journal applied physics 130 015112 july 2021', 'room temperature ac conductivity dielectric property impedance analysis polypyrrole zinc cobalt oxide ppy zco composite sutar raniananda lathakumari m.v.murugendrappa elsevier physica condensed matter volume 573 15 november 2019 pages 36 44 impact factor 1.874']"
177,32,177_cryocooler_cryogenic_thomson_exchanger,"['cryocooler', 'cryogenic', 'thomson', 'exchanger', 'joule', 'mcmahon', 'gifford', 'cooling', 'tube', 'inertance']","['improved effectiveness cryogenic counter current parallel flow fluid heat exchanger thermal communication joule thomson pressure drop', 'effect joule thomson pressure drop cryogenic fluid heat exchanger communication', 'enhanced effectiveness positive joule thomson pressure drop effect cryogenic heat exchanger fluid communication']"
178,32,178_humidity_sense_chromate_mater,"['humidity', 'sense', 'chromate', 'mater', 'ferrite', 'dope', 'sensor', 'cocr2o4', 'cd2', 'cobalt']","['humidity sense performance magnesium oxide nanoparticle', 'synthesis structural microstructural humidity sense behavior x)rgo+(1 x)cocr2o4 composite humidity sensor application', 'synthesis structural microstructural humidity sense behavior x)rgo+(1 -x)cocr2o4 composite humidity sensor application']"
179,32,179_clustering_visualization_cluster_discovery,"['clustering', 'visualization', 'cluster', 'discovery', 'tapasqa', 'tapas', 'category', 'visual', 'plots', 'ensembles']","['add explainability visual clustering tendency assessment vat methods feature importance', 'tapasqa question answer statistical plots google tapas', 'tapasqa question answer statistical plots google tapas']"
180,32,180_positivity_entrywise_schur_preservers,"['positivity', 'entrywise', 'schur', 'preservers', 'totally', 'matrix', 'positive', 'polynomials', 'monotonicity', 'powers']","['entrywise powers preserving positivity fixed dimension', 'entrywise polynomials preserving positivity fixed dimension', 'matrix analysis entrywise positivity preservers']"
181,32,181_informed_hawkes_physics_solve,"['informed', 'hawkes', 'physics', 'solve', 'equation', 'neural', 'fastvpinns', 'hp', 'tensor', 'inform']","['fastvpinns efficient tensor base python libraryfor solve partial differential equation hp variational physicsinformed neural networks', 'fastvpinns efficient tensor base python library solve partial differential equation hp variational physics informed neural networks', 'physics informed neural network solve dimensional solid mechanics problem']"
182,32,182_complementary_construction_lengths_sets,"['complementary', 'construction', 'lengths', 'sets', 'golay', 'boolean', 'length', 'set', 'correlation', 'constructions']","['direct construction golay complementary pairs binary complete complementary codes length non power', 'direct construction optimal complementary code sets lengths generalized boolean functions', 'construction optimal binary complementary code sets new lengths generalized boolean function']"
183,32,183_turbine_pump_axial_blade,"['turbine', 'pump', 'axial', 'blade', 'centrifugal', 'compressor', 'head', 'casing', 'hydraulic', 'sco2']","['evaluation energy loss low head axial flow turbine different blade number entropy production method', 'numerical experimental investigation 3d unsteady flow field low head axial flow turbine different blade number', 'value blade number centrifugal flow pump turbine pump mode experimental numerical mean']"
184,32,184_vibronic_vibrational_breadboard_excitonically,"['vibronic', 'vibrational', 'breadboard', 'excitonically', 'molecule', 'terpyridine', 'molecular', 'aromatic', 'molecules', 'coupling']","['vibronic resonance effective mode mediate selective energy transfer excitonically couple aggregate', 'effective normal mode identify vibrational motion maximally promote vibronic mixing excitonically couple aggregate', 'strategy access embedded circuits single molecule bis terpyridine breadboard junction']"
185,32,185_privacy_preserving_preserve_sok,"['privacy', 'preserving', 'preserve', 'sok', 'publishing', 'swift', 'preservation', 'fast', 'blaze', 'blazing']","['swift super fast robust privacy preserving machine learning', 'privacy preserving content base image retrieval cloud computing', 'privacy preserve graph analysis']"
186,32,186_conclusion_foreword_editorial_preface,"['conclusion', 'foreword', 'editorial', 'preface', 'outlook', 'summary', 'guest', '19312019', 'epilogue', 'caldam']","['conclusion', 'conclusion', 'conclusion outlook']"
187,31,187_container_kubernete_orchestration_cloud,"['container', 'kubernete', 'orchestration', 'cloud', 'deployment', 'kubernetes', 'docker', 'amazon', 'provisioning', 'migration']","['comparative study analysis cloud container technology', 'comparative analysis container base kubernete docker swarm open shift meso', 'deployment strategy devops methodology cloud container base orchestration frameworks']"
188,31,188_cancer_phenotypic_mathematical_tumor,"['cancer', 'phenotypic', 'mathematical', 'tumor', 'evade', 'chemotherapy', 'ovarian', 'drug', 'cell', 'help']","['dynamic phenotypic switching group behavior help cancer cells evade chemotherapy', 'dynamic phenotypic switching group behavior help non small cell lung cancer cells evade chemotherapy', 'dynamic phenotypic switching group behavior help non small cell lung cancer cell evade chemotherapy']"
189,31,189_liquefaction_sand_shear_geotextile,"['liquefaction', 'sand', 'shear', 'geotextile', 'geofoam', 'geosynthetic', 'partly', 'desaturated', 'column', 'geocells']","['liquefaction response geofoam reinforced sand', 'grain shape effects liquefaction response geotextile reinforce sand', 'morphological insight liquefaction post liquefaction response sand geotextile inclusion drain constant volume simple shear test']"
190,31,190_intake_ejector_supersonic_mach,"['intake', 'ejector', 'supersonic', 'mach', 'unstart', 'ramp', 'air', 'scramjet', 'hypersonic', 'subsonic']","['ejector calibration mass flow control unit air intake model', 'experimental investigation curved compression ramp air intake mach', 'investigation local unstart hypersonic scramjet intake mach number']"
191,31,191_sustainability_sustainable_manufacturing_green,"['sustainability', 'sustainable', 'manufacturing', 'green', 'ancillary', 'practices', 'industry', 'libraries', 'civil', 'competitive']","['world class sustainable manufacturing rational approach sustainable competitive advantage', 'computational sustainability', 'sustainable green network']"
192,31,192_magneto_electro_elastic_vibration,"['magneto', 'electro', 'elastic', 'vibration', 'plate', 'functionally', 'deflection', 'nanobeam', 'sandwich', 'grade']","['analytical solution nonlinear magneto electro elastic vibration smart sandwich plate carbon nanotube reinforce nanocomposite core hygrothermal environment', 'vibration analysis functionally grade carbon nanotube reinforce magneto electro elastic plate different electro magnetic condition high order finite element method', 'nonlinear vibration functionally grade magneto electro elastic high order plate reinforce cnt fem']"
193,31,193_spin_switching_complex_ligand,"['spin', 'switching', 'complex', 'ligand', 'cobaltii', 'iii', 'stepwise', 'manganese', 'reversible', 'ironii']","['impact counter anion spin state switching manganese iii complex contain azobenzene ligand', 'effect ligand substituent tune spin state switching manganese iii complex', 'stepwise spin state switching manganese iii complex']"
194,30,194_air_weather_forecasting_climate,"['air', 'weather', 'forecasting', 'climate', 'quality', '196', 'ijcsns', 'no3', 'vol24', 'pollution']","['deep air learning prediction feature analysis air quality', 'forecasting air pollutant parameters bangalore naïve bayesian ijcsns international journal computer science network security vol.24 no.3 pp 196 200', 'forecasting air pollutant parameters bangalore naïve bayesian ijcsns international journal computer science network security vol.24 no.3 pp 196 200']"
195,30,195_dft_nlo_crystal_ft,"['dft', 'nlo', 'crystal', 'ft', 'optical', 'nitrophenol', 'nonlinear', 'bis', 'yl', 'hexamine']","['experimental dft approach linear nonlinear optical behavior magnesium bis nitrophenolate dihydrate crystal', 'experimental theoretical analysis structural ft ir nlo nbo rdg property lindane dft technique', 'experimental dft perspective explore spectral linear nonlinear optical property nitrophenol complex crystal nlo application']"
