rank,researcher,institution,theses,research_score
467,Shambulinga M,R V College of Engineering,1,3
468,Shaik Mohammed Waseem,International Institute of Information Technology Bangalore,1,3
469,Shah Mitali,Indian Institute of Science Bangalore,1,3
470,Seshadri Lakshminarayanan,Indian Institute of Science Bangalore,1,3
471,Sesha P Kalyur,R V College of Engineering,1,3
472,Sen Gupta Sayan,Indian Institute of Science Bangalore,1,3
473,Sen Gupta Ria,Indian Institute of Science Bangalore,1,3
474,Selvan Eazhil K,Indian Institute of Science Bangalore,1,3
475,Saxena Shobhit,Indian Institute of Science Bangalore,1,3
476,Saxena Apoorv Umang,Indian Institute of Science Bangalore,1,3
477,Savitha S,CMR Institute of Technology,1,3
478,Satish Sheth,Dayananda Sagar College of Engineering,1,3
479,Sathua Chandra Sekhar,Indian Institute of Science Bangalore,1,3
480,Sathishkumar N,Indian Institute of Science Bangalore,1,3
481,Sathisha R N,Indian Institute of Science Bangalore,1,3
482,Sasindran Zitha,Indian Institute of Science Bangalore,1,3
483,Shaila H Koppad,R V College of Engineering,1,3
484,Shamitha S K,CMR Institute of Technology,1,3
485,Sharon Christa I L,Dayananda Sagar College of Engineering,1,3
486,Shan S,Indian Institute of Science Bangalore,1,3
487,Sharma Swati,Indian Institute of Science Bangalore,1,3
488,Sharma Samridh,Indian Institute of Science Bangalore,1,3
489,Sharma Preeti,Indian Institute of Science Bangalore,1,3
490,Sharma Pradyumn,Indian Institute of Science Bangalore,1,3
491,Sharma Pallavi Raj,Indian Institute of Science Bangalore,1,3
492,Sharma Mohit,Indian Institute of Science Bangalore,1,3
493,Sharma Govind,Indian Institute of Science Bangalore,1,3
494,Sharma Devansh,Indian Institute of Science Bangalore,1,3
495,Sharma Annapurna,International Institute of Information Technology Bangalore,1,3
496,Sharma Anand,Indian Institute of Science Bangalore,1,3
497,Sharma Adwait,Indian Institute of Science Bangalore,1,3
498,Shanthi M B,CMR Institute of Technology,1,3
499,Shankaranarayanan Hari Bhaskar,International Institute of Information Technology Bangalore,1,3
500,Shankar Gyan,Indian Institute of Science Bangalore,1,3
501,Shankar Bhawani,Indian Institute of Science Bangalore,1,3
502,Sasidharan Sayuj,Indian Institute of Science Bangalore,1,3
503,Sasi Shanuja,Indian Institute of Science Bangalore,1,3
504,Sarkar Bidushi,Indian Institute of Science Bangalore,1,3
505,Sapna B K,Dayananda Sagar College of Engineering,1,3
506,Sahoo Kshetramohan,Indian Institute of Science Bangalore,1,3
507,Sahoo Jyotiranjan,Indian Institute of Science Bangalore,1,3
508,Sahasranand K R,Indian Institute of Science Bangalore,1,3
509,Sahana B,R V College of Engineering,1,3
510,Saha Aadirupa,Indian Institute of Science Bangalore,1,3
511,Sagarika Behera,CMR Institute of Technology,1,3
512,Sagar K,Indian Institute of Science Bangalore,1,3
513,Sagar BM,R V College of Engineering,1,3
514,Sada Krishnakanth,Indian Institute of Science Bangalore,1,3
515,Menon Sruti Hemachandran Geetha,Indian Institute of Science Bangalore,1,3
516,Sachan Kapil,Indian Institute of Science Bangalore,1,3
517,Sabarmathi G,CMR Institute of Technology,1,3
518,SUNITHAR,R V College of Engineering,1,3
519,SOWMYA K S,R V College of Engineering,1,3
520,SMITA KAVADIKERI,R V College of Engineering,1,3
521,Sahu Apoorva,Indian Institute of Science Bangalore,1,3
522,Sahu Renuka,Indian Institute of Science Bangalore,1,3
523,Sai Jyotheender Kompella,Indian Institute of Science Bangalore,1,3
524,Samudre Prabha,Indian Institute of Science Bangalore,1,3
525,Santosh Gotagunaki,B.M.S. College of Engineering,1,3
526,Sanjeev Shinde Ninad,Indian Institute of Science Bangalore,1,3
527,Sanghi Anupam,Indian Institute of Science Bangalore,1,3
528,Sangeetha Ramamoorthy,CMR Institute of Technology,1,3
529,Sandeep S R,R V College of Engineering,1,3
530,Sanagavarapu Phani Kanth V S S R K,Indian Institute of Science Bangalore,1,3
531,Samara Mubeen,R V College of Engineering,1,3
532,Saifudeen Aysha,Indian Institute of Science Bangalore,1,3
533,Samantaray Paresh Kumar,Indian Institute of Science Bangalore,1,3
534,Samantaray Debadarshini,Indian Institute of Science Bangalore,1,3
535,Samad Shafeek A,Indian Institute of Science Bangalore,1,3
536,Sam Deepak Babu,Indian Institute of Science Bangalore,1,3
537,Sakhuja Neha,Indian Institute of Science Bangalore,1,3
538,Saipanmuluk Nishat Koti,Indian Institute of Science Bangalore,1,3
539,Sharma Vinay Krishna,Indian Institute of Science Bangalore,1,3
540,Shashi Raj K,Dayananda Sagar College of Engineering,1,3
541,Subbalakshmi A R,Indian Institute of Science Bangalore,1,3
542,Solra Manju,Indian Institute of Science Bangalore,1,3
543,Sohini Gupta,M.S. Ramaiah Institute of Technology,1,3
544,Sneha M,R V College of Engineering,1,3
545,Smriti Srivastava,R V College of Engineering,1,3
546,Skariah Deepak G,Indian Institute of Science Bangalore,1,3
547,Sivaram Aditya,Indian Institute of Science Bangalore,1,3
548,Sitaramgupta Vangeti V S N,Indian Institute of Science Bangalore,1,3
549,Sireesha Panithi,Indian Institute of Science Bangalore,1,3
550,Sinha Piyush,Indian Institute of Science Bangalore,1,3
551,Singhal Rohit,Indian Institute of Science Bangalore,1,3
552,Singh Yogesh Pratap,Indian Institute of Science Bangalore,1,3
553,Singh Vikrant Kumar,Indian Institute of Science Bangalore,1,3
554,Singh Vikash Kumar,Indian Institute of Science Bangalore,1,3
555,Singh Upkar,Indian Institute of Science Bangalore,1,3
556,Singh Sujata,Indian Institute of Science Bangalore,1,3
557,Singh Shobhit Pratap,Indian Institute of Science Bangalore,1,3
558,Solanke Swanand Vishnu,Indian Institute of Science Bangalore,1,3
559,Soman Akshara,Indian Institute of Science Bangalore,1,3
560,Shashidhar T M,R V College of Engineering,1,3
561,Sonawane Dipali,Indian Institute of Science Bangalore,1,3
562,Srivastava Saumya,Indian Institute of Science Bangalore,1,3
563,Srivastava Ashutosh,Indian Institute of Science Bangalore,1,3
564,Srilekshmi M,Indian Institute of Science Bangalore,1,3
565,Srilatha N,Indian Institute of Science Bangalore,1,3
566,Sridevi S,CMR Institute of Technology,1,3
567,Sri Harsha Paladugu,Indian Institute of Science Bangalore,1,3
568,Sreelakshmi Gopalakrishnan,CMR Institute of Technology,1,3
569,Sreedurga Gogulapati,Indian Institute of Science Bangalore,1,3
570,Sreedhar S Arjun,Indian Institute of Science Bangalore,1,3
571,Sree Vidya R C,R V College of Engineering,1,3
572,Sowmya H N,Dayananda Sagar College of Engineering,1,3
573,Sowjanya M,PES University,1,3
574,Soni Shruti,Indian Institute of Science Bangalore,1,3
575,Soni Pushtivardhan,Indian Institute of Science Bangalore,1,3
576,Soni Ankit,Indian Institute of Science Bangalore,1,3
577,Singh Saurabh,Indian Institute of Science Bangalore,1,3
578,Singh Prem Prakash,Indian Institute of Science Bangalore,1,3
579,Singh Parvinder,Indian Institute of Science Bangalore,1,3
580,Singh Manish Kumar,Indian Institute of Science Bangalore,1,3
581,Shubha B Baravani,R V College of Engineering,1,3
582,Shruthi P,R V College of Engineering,1,3
583,Shrivastava Anshul,Indian Institute of Science Bangalore,1,3
584,Shrivastava Anshaj,Indian Institute of Science Bangalore,1,3
585,Showkat Rakshanda,Indian Institute of Science Bangalore,1,3
586,Shobha P Jeevandra,M.S. Ramaiah Institute of Technology,1,3
587,Shivkumar M,B.M.S. College of Engineering,1,3
588,Shivam Amit,Indian Institute of Science Bangalore,1,3
589,Shivakumar R,B.M.S. College of Engineering,1,3
590,Shiva Kumar H R,Indian Institute of Science Bangalore,1,3
591,Shilpa B,PES University,1,3
592,Shekar Shweta,Indian Institute of Science Bangalore,1,3
593,Sheetal Kumar K R,Indian Institute of Science Bangalore,1,3
594,Shastri Vijayendra Umesh,Indian Institute of Science Bangalore,1,3
595,Shashikumara S R,R V College of Engineering,1,3
596,Shubhangi Milind Joshi,Dayananda Sagar College of Engineering,1,3
597,Shweta Pant,Indian Institute of Science Bangalore,1,3
598,Shwetha,R V College of Engineering,1,3
599,Singh Arun Kumar,Indian Institute of Science Bangalore,1,3
600,Singh Mahander Pratap,Indian Institute of Science Bangalore,1,3
601,Singh Magan,Indian Institute of Science Bangalore,1,3
602,Singh Kaumudi,Indian Institute of Science Bangalore,1,3
603,Singh Jagriti,Indian Institute of Science Bangalore,1,3
604,Singh Dheerendra Bahadur,Indian Institute of Science Bangalore,1,3
605,Singh Deependra Kumar,Indian Institute of Science Bangalore,1,3
606,Singh Arashdeep,Indian Institute of Science Bangalore,1,3
607,Shwetha K,R V College of Engineering,1,3
608,Singh Akhand Pratap,Indian Institute of Science Bangalore,1,3
609,Singh Akash,Indian Institute of Science Bangalore,1,3
610,Singh Abhishek,International Institute of Information Technology Bangalore,1,3
611,Sindhu P R,Indian Institute of Science Bangalore,1,3
612,Sindhu D,R V College of Engineering,1,3
613,Shyamasundar L B,CMR Institute of Technology,1,3
614,Mere Viphretuo,Indian Institute of Science Bangalore,1,3
615,Mayekar Prathamesh,Indian Institute of Science Bangalore,1,3
616,Menon Aishwarya Vijayan,Indian Institute of Science Bangalore,1,3
617,Das Sanhita,Indian Institute of Science Bangalore,1,3
618,Das Debasree,Indian Institute of Science Bangalore,1,3
619,Das Debanjan,Indian Institute of Science Bangalore,1,3
620,Das Biswapriyo,Indian Institute of Science Bangalore,1,3
621,Das Adhikary Gobinda,Indian Institute of Science Bangalore,1,3
622,Dara V Krishna Sashank,International Institute of Information Technology Bangalore,1,3
623,Danthuluri Sudha,CMR Institute of Technology,1,3
624,Dandu Medha,Indian Institute of Science Bangalore,1,3
625,Dam Shimul Kumar,Indian Institute of Science Bangalore,1,3
626,DEEPTHI MURTHY T S,R V College of Engineering,1,3
627,DEEPIKA K,R V College of Engineering,1,3
628,DEEPIKA B V,B.M.S. College of Engineering,1,3
629,D Radha,R V College of Engineering,1,3
630,D R Vasanthi,International Institute of Information Technology Bangalore,1,3
631,D R SASI REKHA,B.M.S. College of Engineering,1,3
632,D Kavitha,R V College of Engineering,1,3
633,Das Reshmi,Indian Institute of Science Bangalore,1,3
634,Das Sarthak,Indian Institute of Science Bangalore,1,3
635,Chowdhury Rohit,Indian Institute of Science Bangalore,1,3
636,Das Saurabh Mohan,Indian Institute of Science Bangalore,1,3
637,Debnath Bhanjan,Indian Institute of Science Bangalore,1,3
638,De Arnab,Indian Institute of Science Bangalore,1,3
639,Dawnee S,Indian Institute of Science Bangalore,1,3
640,Dave Himanshu L,Indian Institute of Science Bangalore,1,3
641,Datta Prasad Madurai Ramesh,Indian Institute of Science Bangalore,1,3
642,Dash Sarthak,Indian Institute of Science Bangalore,1,3
643,Dash Rahul K,Indian Institute of Science Bangalore,1,3
644,Dash Avinash,Indian Institute of Science Bangalore,1,3
645,Dash Anuj,Indian Institute of Science Bangalore,1,3
646,Dash Aneesh,Indian Institute of Science Bangalore,1,3
647,Dasgupta Pallavi,Indian Institute of Science Bangalore,1,3
648,Das Subhas Chandra,Indian Institute of Science Bangalore,1,3
649,Das Soumitra,Indian Institute of Science Bangalore,1,3
650,Das Shome Subhra,Indian Institute of Science Bangalore,1,3
651,Das Sayantan,Indian Institute of Science Bangalore,1,3
652,Chowdhury Shreya,Indian Institute of Science Bangalore,1,3
653,Chowdhury Jayabrata,Indian Institute of Science Bangalore,1,3
654,Mehta Mahek Vijaykumar,Indian Institute of Science Bangalore,1,3
655,Chaturvedi Abhishek,Indian Institute of Science Bangalore,1,3
656,Chatterjee Kumar Suman,Indian Institute of Science Bangalore,1,3
657,Chatterjee Aritra,Indian Institute of Science Bangalore,1,3
658,Chandravanshi Vivek Kumar,Indian Institute of Science Bangalore,1,3
659,Chandrasekhar Abishek,Indian Institute of Science Bangalore,1,3
660,Chandran Deepu,Indian Institute of Science Bangalore,1,3
661,Chandrahas,Indian Institute of Science Bangalore,1,3
662,Chandrababu Anushka,International Institute of Information Technology Bangalore,1,3
663,Chandra Navin Kumar,Indian Institute of Science Bangalore,1,3
664,Chandra Aitichya,Indian Institute of Science Bangalore,1,3
665,Challa Vinay Reddy,Indian Institute of Science Bangalore,1,3
666,Chakrabortty Tuhin,Indian Institute of Science Bangalore,1,3
667,Chakka Sai Pradeep,International Institute of Information Technology Bangalore,1,3
668,CHALAPATHIRAJU KANUMURI,R V College of Engineering,1,3
669,C Usha,Dayananda Sagar College of Engineering,1,3
670,Burud Nitin Baban,Indian Institute of Science Bangalore,1,3
671,Chatterjee Suman,Indian Institute of Science Bangalore,1,3
672,Chauhan Ayushi,Indian Institute of Science Bangalore,1,3
673,Chowdhury Arun Malla,Indian Institute of Science Bangalore,1,3
674,Chaupatnaik Anshuman,Indian Institute of Science Bangalore,1,3
675,Chowdhury Anubhab,Indian Institute of Science Bangalore,1,3
676,Chouhan Arun Singh,Indian Institute of Science Bangalore,1,3
677,Choudhury Saswat,Indian Institute of Science Bangalore,1,3
678,Choudhury Samlesh,Indian Institute of Science Bangalore,1,3
679,Choudhary Harish Kumar,Indian Institute of Science Bangalore,1,3
680,Choubey Nipun,Indian Institute of Science Bangalore,1,3
681,Chitnis Virupaksha,Indian Institute of Science Bangalore,1,3
682,Chinmayananda A,Indian Institute of Science Bangalore,1,3
683,Chhavi Gupta,R V College of Engineering,1,3
684,Chhajer Harsh,Indian Institute of Science Bangalore,1,3
685,Chetupalli Srikanth Raj,Indian Institute of Science Bangalore,1,3
686,Chethana G,R V College of Engineering,1,3
687,Chetan H,CMR Institute of Technology,1,3
688,Chavhan Suresh,Indian Institute of Science Bangalore,1,3
689,Chavan Chandrashekhar Pomu,Indian Institute of Science Bangalore,1,3
690,Debnath Tutan,Indian Institute of Science Bangalore,1,3
691,Deekshith P K,Indian Institute of Science Bangalore,1,3
692,Deep Sneh,Indian Institute of Science Bangalore,1,3
693,Ganesan Nithya,International Institute of Information Technology Bangalore,1,3
694,GOWRAMMA G S,R V College of Engineering,1,3
695,GIRISH KUMAR R [1RV13PMN06] Under the,R V College of Engineering,1,3
696,GEENA GEORGE,B.M.S. College of Engineering,1,3
697,G V SHIVA REDDY,CMR Institute of Technology,1,3
698,G Pillai Anjali,Indian Institute of Science Bangalore,1,3
699,G Gowda Bindu,International Institute of Information Technology Bangalore,1,3
700,Francis Biben,Indian Institute of Science Bangalore,1,3
701,Feroz Morab,B.M.S. College of Engineering,1,3
702,Ezudheen P,Indian Institute of Science Bangalore,1,3
703,Evelyne Rita J,Indian Institute of Science Bangalore,1,3
704,Esakkiraja N,Indian Institute of Science Bangalore,1,3
705,Ering Pinom,Indian Institute of Science Bangalore,1,3
706,Edachery Vimal,Indian Institute of Science Bangalore,1,3
707,Dutta Titir,Indian Institute of Science Bangalore,1,3
708,Dutta Tanmay,Indian Institute of Science Bangalore,1,3
709,Gandreti Santhosh B,Indian Institute of Science Bangalore,1,3
710,Ganguly Sourav,Indian Institute of Science Bangalore,1,3
711,Deepa L,Indian Institute of Science Bangalore,1,3
712,Gaonkar Pradnya Tukaram,International Institute of Information Technology Bangalore,1,3
713,Ghosh Anupam,Indian Institute of Science Bangalore,1,3
714,Ghatak Sambrita,Indian Institute of Science Bangalore,1,3
715,Ghalme Ganesh Sambhaji,Indian Institute of Science Bangalore,1,3
716,Geremew Fekadu Mihret,Indian Institute of Science Bangalore,1,3
717,George Sweta Mariam,Indian Institute of Science Bangalore,1,3
718,George Elizabeth Baby,Indian Institute of Science Bangalore,1,3
719,Gebrekrstos Amanuel,Indian Institute of Science Bangalore,1,3
720,Gayen Meghabarna,Indian Institute of Science Bangalore,1,3
721,Gayatri T,PES University,1,3
722,Gayathri H,Indian Institute of Science Bangalore,1,3
723,Gavaskar Ruturaj G,Indian Institute of Science Bangalore,1,3
724,Gautam Ravi,Indian Institute of Science Bangalore,1,3
725,Gaur Tushar,Indian Institute of Science Bangalore,1,3
726,Gaur Jeet Kumar,Indian Institute of Science Bangalore,1,3
727,Garud Meera,Indian Institute of Science Bangalore,1,3
728,Dutta Suman,Indian Institute of Science Bangalore,1,3
729,Dutta Sudakshina,Indian Institute of Science Bangalore,1,3
730,Dutta Gupta Sayak,Indian Institute of Science Bangalore,1,3
731,Dutta Ankit Kumar,Indian Institute of Science Bangalore,1,3
732,Dhiman Jitendra Kumar,Indian Institute of Science Bangalore,1,3
733,Dhas Bensingh P,Indian Institute of Science Bangalore,1,3
734,Dhami Harish Singh,Indian Institute of Science Bangalore,1,3
735,Dey Pankaj,Indian Institute of Science Bangalore,1,3
736,Dey Manoj,Indian Institute of Science Bangalore,1,3
737,Dewani Rahul,Indian Institute of Science Bangalore,1,3
738,Devaraj Manoj Kumar K,Indian Institute of Science Bangalore,1,3
739,Deshmukh Jayati,International Institute of Information Technology Bangalore,1,3
740,Desai Akshay,Indian Institute of Science Bangalore,1,3
741,Deka Mandeep,Indian Institute of Science Bangalore,1,3
742,Deka Jayanta Kumar,Indian Institute of Science Bangalore,1,3
743,Deheri Rashmita,Indian Institute of Science Bangalore,1,3
744,Deepthi Rao M,PES University,1,3
745,DeepaH K,M.S. Ramaiah Institute of Technology,1,3
746,Deepa N P,Dayananda Sagar College of Engineering,1,3
747,Diddigi Raghuram Bharadwaj,Indian Institute of Science Bangalore,1,3
748,Dileepkumar V G,PES University,1,3
749,Dilip R,R V College of Engineering,1,3
750,Dixit Saurabh,Indian Institute of Science Bangalore,1,3
751,Duddu Atchuta Srinivas,Indian Institute of Science Bangalore,1,3
752,Dsouza Peter Varun,Indian Institute of Science Bangalore,1,3
753,Dravid Ameya Atul,Indian Institute of Science Bangalore,1,3
754,Dr Mamtha V,R V College of Engineering,1,3
755,Dominic Anumol,Indian Institute of Science Bangalore,1,3
756,Dolai Atanu,Indian Institute of Science Bangalore,1,3
757,Diwan Chaitali,International Institute of Information Technology Bangalore,1,3
758,Divya M N,M.S. Ramaiah Institute of Technology,1,3
759,Divyaprabha K N,PES University,1,3
760,Divya Viswanath,CMR Institute of Technology,1,3
761,Divya TL,R V College of Engineering,1,3
762,Divya Sharma,CMR Institute of Technology,1,3
763,Divya R,CMR Institute of Technology,1,3
764,Divya Mitta,Indian Institute of Science Bangalore,1,3
765,Burra Lakshmi Ramya Krishna,Indian Institute of Science Bangalore,1,3
766,Brahma Madhuchhanda,Indian Institute of Science Bangalore,1,3
767,Boruah Bhanupriya,Indian Institute of Science Bangalore,1,3
768,Anil Kumar V,International Institute of Information Technology Bangalore,1,3
769,Anil Amith G,Indian Institute of Science Bangalore,1,3
770,Angappan M,Indian Institute of Science Bangalore,1,3
771,Ananthanarasimhan J,Indian Institute of Science Bangalore,1,3
772,Ananthan M,Indian Institute of Science Bangalore,1,3
773,Anandan Megala,Indian Institute of Science Bangalore,1,3
774,Ananda Kumar S R,PES University,1,3
775,Anand R,CMR Institute of Technology,1,3
776,Anand Deepti J,International Institute of Information Technology Bangalore,1,3
777,Anagha K Kowshik,PES University,1,3
778,Amulyashree S,R V College of Engineering,1,3
779,Amith Shekhar C,R V College of Engineering,1,3
780,Ambadi Niranjana,Indian Institute of Science Bangalore,1,3
781,Amaresh C,R V College of Engineering,1,3
782,Aliyu Ahmed,Indian Institute of Science Bangalore,1,3
783,Alexander Ann Ashlin,Indian Institute of Science Bangalore,1,3
784,Anil Kumar R,Dayananda Sagar College of Engineering,1,3
785,Anil Vishnu G K,Indian Institute of Science Bangalore,1,3
786,Arun Kalore Shubham,Indian Institute of Science Bangalore,1,3
787,Ankit Kumar,Indian Institute of Science Bangalore,1,3
788,Arthi S,Indian Institute of Science Bangalore,1,3
789,Arora Sweety,Indian Institute of Science Bangalore,1,3
790,Arjun Somnath,Indian Institute of Science Bangalore,1,3
791,Arjun B S,Indian Institute of Science Bangalore,1,3
792,Archana Nawandhar,CMR Institute of Technology,1,3
793,Archana K,Indian Institute of Science Bangalore,1,3
794,Aparanji Santosh,Indian Institute of Science Bangalore,1,3
795,Anusha T M,B.M.S. College of Engineering,1,3
796,Anurenjan P R,Indian Institute of Science Bangalore,1,3
797,Anthony Christy Melson,B.M.S. College of Engineering,1,3
798,Ansh,Indian Institute of Science Bangalore,1,3
799,Ansari Aslam Md,Indian Institute of Science Bangalore,1,3
800,Anoop C S,Indian Institute of Science Bangalore,1,3
801,Anoop A M,Indian Institute of Science Bangalore,1,3
802,Annam Chandrakanth,Indian Institute of Science Bangalore,1,3
803,Alekya B,Indian Institute of Science Bangalore,1,3
804,Alamuru Susmitha,CMR Institute of Technology,1,3
805,Alakesh,Indian Institute of Science Bangalore,1,3
806,Ajith S,Indian Institute of Science Bangalore,1,3
807,Addula Ravi Kumar Reddy,Indian Institute of Science Bangalore,1,3
808,Addepalli Sravanti,Indian Institute of Science Bangalore,1,3
809,Addanki Tirumala Nireekshit,Indian Institute of Science Bangalore,1,3
810,Achuth Rao M V,Indian Institute of Science Bangalore,1,3
811,Acharya Srijan,Indian Institute of Science Bangalore,1,3
812,Acharya Shakuntala,Indian Institute of Science Bangalore,1,3
813,Abraham Nithin,Indian Institute of Science Bangalore,1,3
814,Abraham Anand Jacob,Indian Institute of Science Bangalore,1,3
815,Abinandanan T A,Indian Institute of Science Bangalore,1,3
816,Abhishek A,Indian Institute of Science Bangalore,1,3
817,Abhiram B R,Indian Institute of Science Bangalore,1,3
818,Abhilash M N,Indian Institute of Science Bangalore,1,3
819,Abhijith B N,Indian Institute of Science Bangalore,1,3
820,ASHWINI GADAG,R V College of Engineering,1,3
821,ANITHA N,R V College of Engineering,1,3
822,Adhikari Debabrata,Indian Institute of Science Bangalore,1,3
823,Advaith S,Indian Institute of Science Bangalore,1,3
824,Agarwal Priyanka,Indian Institute of Science Bangalore,1,3
825,Ahmad Faheem,Indian Institute of Science Bangalore,1,3
826,Ajith Gopika,Indian Institute of Science Bangalore,1,3
827,Ajey S N R,CMR Institute of Technology,1,3
828,Ajay K M,R V College of Engineering,1,3
829,Ahuja Kartika,Indian Institute of Science Bangalore,1,3
830,Ahmad Syed Shahjahan,Indian Institute of Science Bangalore,1,3
831,Ahmad Nazeer,Indian Institute of Science Bangalore,1,3
832,Agrawal Shubham,Indian Institute of Science Bangalore,1,3
833,Agarwal Sakshi,Indian Institute of Science Bangalore,1,3
834,Agrawal Shavi,Indian Institute of Science Bangalore,1,3
835,Agrawal Purvi,Indian Institute of Science Bangalore,1,3
836,Agrawal Pranjal,Indian Institute of Science Bangalore,1,3
837,Agrawal Khantesh,Indian Institute of Science Bangalore,1,3
838,Agnihotri Ruchika,Indian Institute of Science Bangalore,1,3
839,Agarwal Snigdha,International Institute of Information Technology Bangalore,1,3
840,Arun I,Indian Institute of Science Bangalore,1,3
841,Arunchaitanya Gadi Venkat,Indian Institute of Science Bangalore,1,3
842,Borah Pritam Jyoti,Indian Institute of Science Bangalore,1,3
843,Bhardwaj Shubhangi,Indian Institute of Science Bangalore,1,3
844,Bhardwaj Devanshi,Indian Institute of Science Bangalore,1,3
845,Bharathi Gururaj,R V College of Engineering,1,3
846,Bharath S,Indian Institute of Science Bangalore,1,3
847,Bharat Biswajit,Indian Institute of Science Bangalore,1,3
848,Bharadwaja Sameera H,Indian Institute of Science Bangalore,1,3
849,Bharadwaj Pallavi,Indian Institute of Science Bangalore,1,3
850,Bhagyashri R Hanji,R V College of Engineering,1,3
851,Bhagwan Vaidya Girish,Indian Institute of Science Bangalore,1,3
852,Bhaduri Baibaswata,Indian Institute of Science Bangalore,1,3
853,Bhadak Bhalchandra,Indian Institute of Science Bangalore,1,3
854,Beera Damayanthi Jesudas,Indian Institute of Science Bangalore,1,3
855,Basumatary Jigmi,Indian Institute of Science Bangalore,1,3
856,Basu Subhadip,Indian Institute of Science Bangalore,1,3
857,Basu Pranab,Indian Institute of Science Bangalore,1,3
858,Basha Mulla Saleem,Indian Institute of Science Bangalore,1,3
859,Bhardwaj Mayank Ratan,Indian Institute of Science Bangalore,1,3
860,Bharti Chandan,Indian Institute of Science Bangalore,1,3
861,Arunkumar K P,Indian Institute of Science Bangalore,1,3
862,Bhat Furqan A,Indian Institute of Science Bangalore,1,3
863,Biswas Rabindra,Indian Institute of Science Bangalore,1,3
864,Biswas Mehek,Indian Institute of Science Bangalore,1,3
865,Biswas Bidhan,Indian Institute of Science Bangalore,1,3
866,Biswas Arpita,Indian Institute of Science Bangalore,1,3
867,Bishwajit Pal,Dayananda Sagar College of Engineering,1,3
868,Bisen Omeshwari Yadorao,Indian Institute of Science Bangalore,1,3
869,Bibhanshu Nitish,Indian Institute of Science Bangalore,1,3
870,Bhavana V,R V College of Engineering,1,3
871,Bhattacharya Debanjali,International Institute of Information Technology Bangalore,1,3
872,Bhattacharjee Yudhajit,Indian Institute of Science Bangalore,1,3
873,Bhatt Jaya,Indian Institute of Science Bangalore,1,3
874,Bhatt Apoorv Naresh,Indian Institute of Science Bangalore,1,3
875,Bhat Vijayashree,Indian Institute of Science Bangalore,1,3
876,Bhat Vighnesh S,Indian Institute of Science Bangalore,1,3
877,Bhat Sandeep,Indian Institute of Science Bangalore,1,3
878,Baruah Dhrubjyoti,Indian Institute of Science Bangalore,1,3
879,Barman Pubali,Indian Institute of Science Bangalore,1,3
880,Bansiwal Ashok,Indian Institute of Science Bangalore,1,3
881,Bansal Ujjval,Indian Institute of Science Bangalore,1,3
882,B S Sowmya Lakshmi,B.M.S. College of Engineering,1,3
883,B S Ajay,International Institute of Information Technology Bangalore,1,3
884,Azra Nasreen,R V College of Engineering,1,3
885,Ayobami Ajisafe Victor,Indian Institute of Science Bangalore,1,3
886,Awasthi Navchetan,Indian Institute of Science Bangalore,1,3
887,Avasarala Sankeerthana,Indian Institute of Science Bangalore,1,3
888,Austin Deepa,International Institute of Information Technology Bangalore,1,3
889,Athul Joseph,Indian Institute of Science Bangalore,1,3
890,Athaiya Snigdha,Indian Institute of Science Bangalore,1,3
891,Aswal Abhilasha,International Institute of Information Technology Bangalore,1,3
892,Ashwini H R,PES University,1,3
893,Ashwin K,Indian Institute of Science Bangalore,1,3
894,Asha K,R V College of Engineering,1,3
895,Arya Abhinav,Indian Institute of Science Bangalore,1,3
896,Arunkumar P Chavan,R V College of Engineering,1,3
897,BHAVYA R,R V College of Engineering,1,3
898,BINU D,R V College of Engineering,1,3
899,Babalad Shilpa,Indian Institute of Science Bangalore,1,3
900,Balaji Lakkimsetti,Indian Institute of Science Bangalore,1,3
901,Bangaru Rajasekhar,Indian Institute of Science Bangalore,1,3
902,Banerjee Poulami,Indian Institute of Science Bangalore,1,3
903,Banerjee Avijit,Indian Institute of Science Bangalore,1,3
904,Bandyopadhyay Sambaran,Indian Institute of Science Bangalore,1,3
905,Bandla Sri Divya,Indian Institute of Science Bangalore,1,3
906,Balaji Ramakrishnan,Dayananda Sagar College of Engineering,1,3
907,Balachandra Kumaraswamy,International Institute of Information Technology Bangalore,1,3
908,Babu Jangala Ramesh,Indian Institute of Science Bangalore,1,3
909,Balachandar S,CMR Institute of Technology,1,3
910,Bajaj Ketan,Indian Institute of Science Bangalore,1,3
911,Badola Mayank,Indian Institute of Science Bangalore,1,3
912,Badnikar Kedar Ashutosh,Indian Institute of Science Bangalore,1,3
913,Badita Ajay Kumar,Indian Institute of Science Bangalore,1,3
914,Badhuk Pabitra,Indian Institute of Science Bangalore,1,3
915,Ghosh Archita,Indian Institute of Science Bangalore,1,3
916,Ghosh Prasenjit,Indian Institute of Science Bangalore,1,3
917,Ghosh Sanjay,Indian Institute of Science Bangalore,1,3
918,Kumar Praneeth V,Indian Institute of Science Bangalore,1,3
919,Kumar Kishore C,Indian Institute of Science Bangalore,1,3
920,Kumar Jeevesh,Indian Institute of Science Bangalore,1,3
921,Kumar Jamun N,Indian Institute of Science Bangalore,1,3
922,Kumar G Pradeep,Indian Institute of Science Bangalore,1,3
923,Kumar Deepak,Indian Institute of Science Bangalore,1,3
924,Kumar D,International Institute of Information Technology Bangalore,1,3
925,Kumar Chandan,Indian Institute of Science Bangalore,1,3
