rank,researcher,institution,theses,research_score
462,Katti Prajakta Prathamkumar,Indian Institute of Science Bangalore,1,3
463,Kaur Navjot,Indian Institute of Science Bangalore,1,3
464,Kaushal Ishaan,Indian Institute of Science Bangalore,1,3
465,Kaushik Deepak,Indian Institute of Science Bangalore,1,3
466,Kavitha J,R V College of Engineering,1,3
467,Keshav Kirti,Indian Institute of Science Bangalore,1,3
468,KESHAV M,R V College of Engineering,1,3
469,Khan Mohammed Tabish,Indian Institute of Science Bangalore,1,3
470,Khan Rizwan,Indian Institute of Science Bangalore,1,3
471,Khandelwal Ashish,Indian Institute of Science Bangalore,1,3
472,Khanna Sumeet Rajesh,Indian Institute of Science Bangalore,1,3
473,Khanwalkar Preeti,Indian Institute of Science Bangalore,1,3
474,Khatavkar Nikhil,Indian Institute of Science Bangalore,1,3
475,Khochare Aakash,Indian Institute of Science Bangalore,1,3
476,Kimmi Kumari,M.S. Ramaiah Institute of Technology,1,3
477,Kiran Aramanda Shanmukha,Indian Institute of Science Bangalore,1,3
478,Kiran Kumar Challa,Indian Institute of Science Bangalore,1,3
479,Kiran Rama,Indian Institute of Science Bangalore,1,3
480,Kiran S,Indian Institute of Science Bangalore,1,3
481,Kiranbabu T S,CMR Institute of Technology,1,3
482,Kirthi Suresh K,Indian Institute of Science Bangalore,1,3
483,Kishore H A S Shri,Indian Institute of Science Bangalore,1,3
484,Kolli Naimisha,Indian Institute of Science Bangalore,1,3
485,Kolluru Ramesh,Indian Institute of Science Bangalore,1,3
486,Kondamadugula Sita,International Institute of Information Technology Bangalore,1,3
487,Korada Vijaya Sree,Indian Institute of Science Bangalore,1,3
488,Kotail Andal,R V College of Engineering,1,3
489,Kothai Andal C,R V College of Engineering,1,3
490,Kottapalli Aditya,Indian Institute of Science Bangalore,1,3
491,Koushik J,Indian Institute of Science Bangalore,1,3
492,Kranthi Nagothu Karmel,Indian Institute of Science Bangalore,1,3
493,Krishna A S Lal,Indian Institute of Science Bangalore,1,3
494,Krishna Anand,Indian Institute of Science Bangalore,1,3
495,Krishna Anu V,Indian Institute of Science Bangalore,1,3
496,Krishna Prasad S J,M.S. Ramaiah Institute of Technology,1,3
497,Krishna Raj R,Indian Institute of Science Bangalore,1,3
498,KRISHNAN R,R V College of Engineering,1,3
499,Krishnaraj K P,Indian Institute of Science Bangalore,1,3
500,Krishnaraj Prerana,Indian Institute of Science Bangalore,1,3
501,Kuchana Vinayender,Indian Institute of Science Bangalore,1,3
502,Kulkarni Apurva,International Institute of Information Technology Bangalore,1,3
503,Kulkarni Eeshan,Indian Institute of Science Bangalore,1,3
504,Kulkarni Raghavendra B,Indian Institute of Science Bangalore,1,3
505,Kulkarni Shruti,Indian Institute of Science Bangalore,1,3
506,Kulshrestha Avijeet,Indian Institute of Science Bangalore,1,3
507,Kumar Arun,Indian Institute of Science Bangalore,1,3
508,Kumar Ashutosh,Indian Institute of Science Bangalore,1,3
509,Kumar Avnish,Indian Institute of Science Bangalore,1,3
510,Kumar Chandan,Indian Institute of Science Bangalore,1,3
511,Kumar D,International Institute of Information Technology Bangalore,1,3
512,Kumar Deepak,Indian Institute of Science Bangalore,1,3
513,Kumar G Pradeep,Indian Institute of Science Bangalore,1,3
514,Kumar Jamun N,Indian Institute of Science Bangalore,1,3
515,Kumar Jeevesh,Indian Institute of Science Bangalore,1,3
516,Kumar Kishore C,Indian Institute of Science Bangalore,1,3
517,Kumar Manish,Indian Institute of Science Bangalore,1,3
518,Kumar Praneeth V,Indian Institute of Science Bangalore,1,3
519,Kumar Prashant,Indian Institute of Science Bangalore,1,3
520,Kumar Pratik,Indian Institute of Science Bangalore,1,3
521,Kumar Rajeev,Indian Institute of Science Bangalore,1,3
522,Kumar S Satish,Indian Institute of Science Bangalore,1,3
523,Kumar Sachin,Indian Institute of Science Bangalore,1,3
524,Kumar Sanjeev,Indian Institute of Science Bangalore,1,3
525,Kumar Sarvesh,Indian Institute of Science Bangalore,1,3
526,Kumar Sawan,Indian Institute of Science Bangalore,1,3
527,Kumar Sushant,Indian Institute of Science Bangalore,1,3
528,Kumar Tarun,Indian Institute of Science Bangalore,1,3
529,Kumar Vikash,Indian Institute of Science Bangalore,1,3
530,Kumar Vishnu,Indian Institute of Science Bangalore,1,3
531,Kumari Moothedath Chandran,Indian Institute of Science Bangalore,1,3
532,Kumari Priti,International Institute of Information Technology Bangalore,1,3
533,Kumawat Kishan Lal,Indian Institute of Science Bangalore,1,3
534,Kumawat Mahesh Kumar,Indian Institute of Science Bangalore,1,3
535,Kundu Bidisha,Indian Institute of Science Bangalore,1,3
536,Kundu Jogendra Nath,Indian Institute of Science Bangalore,1,3
537,Kurade Rajan Bharat,Indian Institute of Science Bangalore,1,3
538,Kuraganti Chetan Kumar,Indian Institute of Science Bangalore,1,3
539,Kuruva Hemanjaneyulu,Indian Institute of Science Bangalore,1,3
540,Kushwaha Vishal,Indian Institute of Science Bangalore,1,3
541,KV Chaythanya Krishna,Indian Institute of Science Bangalore,1,3
542,Lagisetty Ravikumar,Indian Institute of Science Bangalore,1,3
543,Lakshminarasimha Shrutee,Indian Institute of Science Bangalore,1,3
544,Lakshminarayanan Oppili Prasad,Indian Institute of Science Bangalore,1,3
545,Lal Devi,Indian Institute of Science Bangalore,1,3
546,Lala Sahibzada Roohan Farooq,Indian Institute of Science Bangalore,1,3
547,Lalithambika Anjali Nair,Indian Institute of Science Bangalore,1,3
548,Lavanya Vikram,M.S. Ramaiah Institute of Technology,1,3
549,Laxmi K,Indian Institute of Science Bangalore,1,3
550,Leena Chandrashekhar,R V College of Engineering,1,3
551,Likhar Pranay Vinayak,Indian Institute of Science Bangalore,1,3
552,Lochab Shubham,Indian Institute of Science Bangalore,1,3
553,M Rajani Shree,B.M.S. College of Engineering,1,3
554,M S SRIVIDYA,R V College of Engineering,1,3
555,M Shivaswamy,R V College of Engineering,1,3
556,Machireddy Amrutha,Indian Institute of Science Bangalore,1,3
557,Madhavan R,Indian Institute of Science Bangalore,1,3
558,Madhavaraj A,Indian Institute of Science Bangalore,1,3
559,MADHU C S,R V College of Engineering,1,3
560,Madhuri Manila Reddy,Indian Institute of Science Bangalore,1,3
561,Madhuri P Rao,B.M.S. College of Engineering,1,3
562,Mahajan Mehak,Indian Institute of Science Bangalore,1,3
563,Mahalakshmi,R V College of Engineering,1,3
564,Mahalingam Vignesh,Indian Institute of Science Bangalore,1,3
565,Mahantesh M Math,R V College of Engineering,1,3
566,Mahapatra Ruman Kalyan,Indian Institute of Science Bangalore,1,3
567,Mahapatra Soumya Kanti,Indian Institute of Science Bangalore,1,3
568,Maharudra,B.M.S. College of Engineering,1,3
569,Mahesh Anjana A,Indian Institute of Science Bangalore,1,3
570,Mahesh Karthik,Indian Institute of Science Bangalore,1,3
571,Mahesh Kumar N,Dayananda Sagar College of Engineering,1,3
572,Maheshvare Deepa M,Indian Institute of Science Bangalore,1,3
573,Maiti Subhasish,Indian Institute of Science Bangalore,1,3
574,Majhi Jyoti Ranjan,Indian Institute of Science Bangalore,1,3
575,Majumder Anubhab,Indian Institute of Science Bangalore,1,3
576,Majumder Debaleena,Indian Institute of Science Bangalore,1,3
577,Majumder Kingshuk,Indian Institute of Science Bangalore,1,3
578,Majumder Mriganka Ghosh,Indian Institute of Science Bangalore,1,3
579,Majumder Rudrashis,Indian Institute of Science Bangalore,1,3
580,Malleswararao Katamala,Indian Institute of Science Bangalore,1,3
581,Mamatha P K,R V College of Engineering,1,3
582,Mamatha S K,R V College of Engineering,1,3
583,Manam Lalit,Indian Institute of Science Bangalore,1,3
584,MANAS M N,R V College of Engineering,1,3
585,Mandal Avijit,International Institute of Information Technology Bangalore,1,3
586,Mandal Devraj,Indian Institute of Science Bangalore,1,3
587,Mane Laxmikant Sarjerao,Indian Institute of Science Bangalore,1,3
588,Mani Rathnam V,Indian Institute of Science Bangalore,1,3
589,Manikandan H,CMR Institute of Technology,1,3
590,Manjari Geetha K,Indian Institute of Science Bangalore,1,3
591,Manjunath K E,International Institute of Information Technology Bangalore,1,3
592,Manjunath Managuli,R V College of Engineering,1,3
593,Manohar Gollakota Venkata Sai,Indian Institute of Science Bangalore,1,3
594,Manokaran Rajasekaran,Indian Institute of Science Bangalore,1,3
595,Mantesh Basappa Khot,PES University,1,3
596,Manujakshi B C,R V College of Engineering,1,3
597,Masanta Swapan Kumar,Indian Institute of Science Bangalore,1,3
598,Masiwal Rajat,Indian Institute of Science Bangalore,1,3
599,Mathai Jeenu,Indian Institute of Science Bangalore,1,3
600,Mathavaraj S,Indian Institute of Science Bangalore,1,3
601,Mathews Dhanya R,Indian Institute of Science Bangalore,1,3
602,Matilal Oindrila,International Institute of Information Technology Bangalore,1,3
603,Mattu Sandesh Rao,Indian Institute of Science Bangalore,1,3
604,Maulik Sugoto,Indian Institute of Science Bangalore,1,3
605,Maurya Satyaghosh,Indian Institute of Science Bangalore,1,3
606,Mayakuntla Sai Kiran,Indian Institute of Science Bangalore,1,3
607,Mayekar Prathamesh,Indian Institute of Science Bangalore,1,3
608,Medha Mohan Hegde,PES University,1,3
609,Meenakshi sundaram A,Dayananda Sagar College of Engineering,1,3
610,Mehrunnisa Begum S P,Dayananda Sagar College of Engineering,1,3
611,Mehta Mahek Vijaykumar,Indian Institute of Science Bangalore,1,3
612,Addepalli Sravanti,Indian Institute of Science Bangalore,1,3
613,Menon Aishwarya Vijayan,Indian Institute of Science Bangalore,1,3
614,Menon Sruti Hemachandran Geetha,Indian Institute of Science Bangalore,1,3
615,Mere Viphretuo,Indian Institute of Science Bangalore,1,3
616,Mevaldas Ladwani Vandana,International Institute of Information Technology Bangalore,1,3
617,Midhun E K,Indian Institute of Science Bangalore,1,3
618,Mishra Anupam,Indian Institute of Science Bangalore,1,3
619,Zaki Mohammadi,Indian Institute of Science Bangalore,1,3
620,Mishra Deepa,Indian Institute of Science Bangalore,1,3
621,Mishra Tanmay,Indian Institute of Science Bangalore,1,3
622,Mitra Abhijit,Indian Institute of Science Bangalore,1,3
623,Mitra Shankhanil,Indian Institute of Science Bangalore,1,3
624,Mittal Soumya,Indian Institute of Science Bangalore,1,3
625,Mog Kunjari,Indian Institute of Science Bangalore,1,3
626,MOHAMMED ASIF KATTIMANI,R V College of Engineering,1,3
627,Mohan Kumar K,CMR Institute of Technology,1,3
628,Mohan Manu S,Indian Institute of Science Bangalore,1,3
629,Mohana,R V College of Engineering,1,3
630,Mohanta Zinia,Indian Institute of Science Bangalore,1,3
631,Mohanty Reema,Indian Institute of Science Bangalore,1,3
632,Mohapatra Debasis,Indian Institute of Science Bangalore,1,3
633,Mondal Arijit,Indian Institute of Science Bangalore,1,3
634,Mondal Pritiranjan,Indian Institute of Science Bangalore,1,3
635,Mondal Sandeep Kumar,Indian Institute of Science Bangalore,1,3
636,Mondal Soumita,Indian Institute of Science Bangalore,1,3
637,Mondal Surajit,Indian Institute of Science Bangalore,1,3
638,Mr PUTTARAJU T D,CMR Institute of Technology,1,3
639,Mridha Subham,Indian Institute of Science Bangalore,1,3
640,Muazzam Usman Ul,Indian Institute of Science Bangalore,1,3
641,Mudunuri Sivaram Prasad,Indian Institute of Science Bangalore,1,3
642,Muhammed Ashiq P E,Indian Institute of Science Bangalore,1,3
643,Mukherjee Bulbul,Indian Institute of Science Bangalore,1,3
644,Mukherjee Madhubanti,Indian Institute of Science Bangalore,1,3
645,Mukherjee Mousumi Beto,Indian Institute of Science Bangalore,1,3
646,Mukherjee Rudra,Indian Institute of Science Bangalore,1,3
647,Mukherjee Sougata,Indian Institute of Science Bangalore,1,3
648,Mukherjee Sudipto,Indian Institute of Science Bangalore,1,3
649,Mukhopadhyay Anwesha,Indian Institute of Science Bangalore,1,3
650,Muniganti Harikiran,Indian Institute of Science Bangalore,1,3
651,Murali Krishna,Indian Institute of Science Bangalore,1,3
652,Murthy L R D,Indian Institute of Science Bangalore,1,3
653,Murugappan R,Indian Institute of Science Bangalore,1,3
654,Murugesan Kumar,International Institute of Information Technology Bangalore,1,3
655,Mutnuri Venkata Satyanand,Indian Institute of Science Bangalore,1,3
656,Muzata Tanyaradzwa,Indian Institute of Science Bangalore,1,3
657,Mweene L,Indian Institute of Science Bangalore,1,3
658,N P Sharvari,International Institute of Information Technology Bangalore,1,3
659,N SATISH KUMAR,R V College of Engineering,1,3
660,N Suresha,B.M.S. College of Engineering,1,3
661,Nadkarni Priya J,Indian Institute of Science Bangalore,1,3
662,Nagabhushan S N,Indian Institute of Science Bangalore,1,3
663,Nagaraja P,R V College of Engineering,1,3
664,Nagaraju P,R V College of Engineering,1,3
665,Nagarjun K P,Indian Institute of Science Bangalore,1,3
666,Nagendra Kumar,R V College of Engineering,1,3
667,Nagendra Kumar M,R V College of Engineering,1,3
668,Nagrare Samiksha Rajkumar,Indian Institute of Science Bangalore,1,3
669,Nair Abhishek Ramdas,Indian Institute of Science Bangalore,1,3
670,Nair Pravin,Indian Institute of Science Bangalore,1,3
671,Nair Ramu R,Indian Institute of Science Bangalore,1,3
672,Nair Syam Sundar Satheesan,Indian Institute of Science Bangalore,1,3
673,Nair Vineet,Indian Institute of Science Bangalore,1,3
674,Nakka Rajesh,Indian Institute of Science Bangalore,1,3
675,Nalina M M,B.M.S. College of Engineering,1,3
676,Nalini Sampath,R V College of Engineering,1,3
677,Nambaje Claude,Indian Institute of Science Bangalore,1,3
678,Namboodiri Krishnan K K,Indian Institute of Science Bangalore,1,3
679,Nampoothiri Krishnadas Narayanan,Indian Institute of Science Bangalore,1,3
680,Nandanwar Sharad,Indian Institute of Science Bangalore,1,3
681,Nandi Sounak,Indian Institute of Science Bangalore,1,3
682,A Parthiban,International Institute of Information Technology Bangalore,1,3
683,Narang Shivika,Indian Institute of Science Bangalore,1,3
684,Narayana Gopalakrishna,Indian Institute of Science Bangalore,1,3
685,Narayanan Nakul K,Indian Institute of Science Bangalore,1,3
686,Narayanaprasad Karthik Periyapattana,Indian Institute of Science Bangalore,1,3
687,Abhijith B N,Indian Institute of Science Bangalore,1,3
688,Narendra Kumar,R V College of Engineering,1,3
689,Naresh Yalagala,Indian Institute of Science Bangalore,1,3
690,Naveen B,Indian Institute of Science Bangalore,1,3
691,Naveen Kumar G N,CMR Institute of Technology,1,3
692,Naveen Kumar Maddu,Indian Institute of Science Bangalore,1,3
693,Naveen P,Indian Institute of Science Bangalore,1,3
694,NAVEEN PRAKASH NORONHA,R V College of Engineering,1,3
695,Nayak Bibhu Prasad,Indian Institute of Science Bangalore,1,3
696,Nayak Gaurav Kumar,Indian Institute of Science Bangalore,1,3
697,Nayak Kavya K,Indian Institute of Science Bangalore,1,3
698,Nayana R Shenoy,R V College of Engineering,1,3
699,Nazeeh K M,Indian Institute of Science Bangalore,1,3
700,Nehru Devabharathi,Indian Institute of Science Bangalore,1,3
701,Nethravathi K A,R V College of Engineering,1,3
702,Nikhil Krishnan M,Indian Institute of Science Bangalore,1,3
703,Nikhitha Pai,CMR Institute of Technology,1,3
704,Niranjan Ranjani,International Institute of Information Technology Bangalore,1,3
705,Nirmala Jodalli,R V College of Engineering,1,3
706,Nirmale Sangram Krishna,Indian Institute of Science Bangalore,1,3
707,Nisha A S,Indian Institute of Science Bangalore,1,3
708,Nishanth Katam,Indian Institute of Science Bangalore,1,3
709,Nishanth M P,Indian Institute of Science Bangalore,1,3
710,Nithin V N,Dayananda Sagar College of Engineering,1,3
711,Nithya B,CMR Institute of Technology,1,3
712,Nithya B N,M.S. Ramaiah Institute of Technology,1,3
713,Nivya Muchikel,R V College of Engineering,1,3
714,Obbattu Sai Lakshmi Bhavana,Indian Institute of Science Bangalore,1,3
715,Omkar Ramchandra Hegde,Indian Institute of Science Bangalore,1,3
716,Oraon Neha,International Institute of Information Technology Bangalore,1,3
717,P Suresh Varsha,International Institute of Information Technology Bangalore,1,3
718,Paddillaya Neha,Indian Institute of Science Bangalore,1,3
719,PADMAVATHI P,R V College of Engineering,1,3
720,PADMAVATHY N,CMR Institute of Technology,1,3
721,Pal Anirban,Indian Institute of Science Bangalore,1,3
722,Pal Arkaprava,Indian Institute of Science Bangalore,1,3
723,Pal Biswajit,Indian Institute of Science Bangalore,1,3
724,Pal Rupam,Indian Institute of Science Bangalore,1,3
725,Pal Souradeep,Indian Institute of Science Bangalore,1,3
726,Pal Uttam Mrinal,Indian Institute of Science Bangalore,1,3
727,Palathingal Safvan,Indian Institute of Science Bangalore,1,3
728,Paliwal Aastha,Indian Institute of Science Bangalore,1,3
729,Panachakel Jerrin Thomas,Indian Institute of Science Bangalore,1,3
730,Panda Asish Kumar,Indian Institute of Science Bangalore,1,3
731,Panda Biswajit,Indian Institute of Science Bangalore,1,3
732,Panda Sagar Ranjan,Indian Institute of Science Bangalore,1,3
733,Pandey Keerti,Indian Institute of Science Bangalore,1,3
734,Pandey Prafull,Indian Institute of Science Bangalore,1,3
735,Pandey Ram Krishna,Indian Institute of Science Bangalore,1,3
736,Pandey Vivek,Indian Institute of Science Bangalore,1,3
737,Pandit Bhardwaj,Indian Institute of Science Bangalore,1,3
738,Panwar Ashish,Indian Institute of Science Bangalore,1,3
739,Panwar Jatin,Indian Institute of Science Bangalore,1,3
740,Pappa M,CMR Institute of Technology,1,3
741,Parida Dipti Ranjan,Indian Institute of Science Bangalore,1,3
742,Pariyar Abhishek,Indian Institute of Science Bangalore,1,3
743,Patel Nagabhushan P M,Indian Institute of Science Bangalore,1,3
744,Pathrikar Anil,Indian Institute of Science Bangalore,1,3
745,Patil Shravani Mahesh,Indian Institute of Science Bangalore,1,3
746,Patil Vishakha,Indian Institute of Science Bangalore,1,3
747,Patra Jaysree,Indian Institute of Science Bangalore,1,3
748,Pattnaik Subrat Partha Sarathi,Indian Institute of Science Bangalore,1,3
749,Paul Nobin,Indian Institute of Science Bangalore,1,3
750,Paul Protik Kumar,Indian Institute of Science Bangalore,1,3
751,Paul Sayan,Indian Institute of Science Bangalore,1,3
752,Paul Subir,Indian Institute of Science Bangalore,1,3
753,Paunikar Shweta,Indian Institute of Science Bangalore,1,3
754,Pavan Kumar G V V R,Indian Institute of Science Bangalore,1,3
755,Pavan Poojar,Dayananda Sagar College of Engineering,1,3
756,Pavithra H M,PES University,1,3
757,Pavithra N,Indian Institute of Science Bangalore,1,3
758,Peter Elizabath,Indian Institute of Science Bangalore,1,3
759,Phanendra Kumar Attada,Indian Institute of Science Bangalore,1,3
760,Pillai Rahul Ravindran,CMR Institute of Technology,1,3
761,Pillai Raji R,Indian Institute of Science Bangalore,1,3
762,Pokala Praveen Kumar,Indian Institute of Science Bangalore,1,3
763,Polachan Kurian,Indian Institute of Science Bangalore,1,3
764,Pooja R,R V College of Engineering,1,3
765,Poojitha C G,B.M.S. College of Engineering,1,3
766,Poonam Vijay Tijare,CMR Institute of Technology,1,3
767,Pothnis Jayaram,Indian Institute of Science Bangalore,1,3
768,Prabhakar Anjana,International Institute of Information Technology Bangalore,1,3
769,Prabhu Akhilesh M,Indian Institute of Science Bangalore,1,3
770,Prabhu S Sumanth,Indian Institute of Science Bangalore,1,3
771,Pradeep M,Indian Institute of Science Bangalore,1,3
772,Pradeep S,M.S. Ramaiah Institute of Technology,1,3
773,Pradhan Dillip Kumar,Indian Institute of Science Bangalore,1,3
774,Pradhan Jyoti Ranjan,Indian Institute of Science Bangalore,1,3
775,Pradima Britto J,M.S. Ramaiah Institute of Technology,1,3
776,Prajwala T R,CMR Institute of Technology,1,3
777,Prakash Hadimani,R V College of Engineering,1,3
778,Prakasha H T,Dayananda Sagar College of Engineering,1,3
779,Pramod Sunagar,M.S. Ramaiah Institute of Technology,1,3
780,Prapulla S B,R V College of Engineering,1,3
781,Prathima B,Indian Institute of Science Bangalore,1,3
782,Praveen Kumar K,R V College of Engineering,1,3
783,Praveena T,R V College of Engineering,1,3
784,Prayag Gowgi S K,Indian Institute of Science Bangalore,1,3
785,Preetha S,CMR Institute of Technology,1,3
786,Preetham J,Dayananda Sagar College of Engineering,1,3
787,Preethi R K,Indian Institute of Science Bangalore,1,3
788,Premika T S,Indian Institute of Science Bangalore,1,3
789,PRERANA CHAITHRA,R V College of Engineering,1,3
790,Priyadarshani Suchi,Indian Institute of Science Bangalore,1,3
791,Priyamvada Indla Rajitha Sai,Indian Institute of Science Bangalore,1,3
792,Priyanka B N,Indian Institute of Science Bangalore,1,3
793,Priyanka Tripathi,Indian Institute of Science Bangalore,1,3
794,Priyanka V,Indian Institute of Science Bangalore,1,3
795,Prosad Asish,Indian Institute of Science Bangalore,1,3
796,Pundarika Sughosh,Indian Institute of Science Bangalore,1,3
797,Abhilash M N,Indian Institute of Science Bangalore,1,3
798,R Ammu,International Institute of Information Technology Bangalore,1,3
799,R Karthikeyan,R V College of Engineering,1,3
800,R Kiran,Indian Institute of Science Bangalore,1,3
801,R Pramod,Indian Institute of Science Bangalore,1,3
802,R V Kavitha,R V College of Engineering,1,3
803,R Yashwanth,International Institute of Information Technology Bangalore,1,3
804,RADHIKA M G,R V College of Engineering,1,3
805,Radhika V,Indian Institute of Science Bangalore,1,3
806,RAGHAVENDRA DEVADAS,R V College of Engineering,1,3
807,Raghavendra G S,Indian Institute of Science Bangalore,1,3
808,Raghavendra Venkata,Indian Institute of Science Bangalore,1,3
809,Raghu Ramkumar,Indian Institute of Science Bangalore,1,3
810,Raghuram K S Gannena,Indian Institute of Science Bangalore,1,3
811,Raghuram S,Indian Institute of Science Bangalore,1,3
812,Raha Soumyendu,Indian Institute of Science Bangalore,1,3
813,Rahaman Obaidur,Indian Institute of Science Bangalore,1,3
814,Rahul R,Indian Institute of Science Bangalore,1,3
815,Raina Ankur,Indian Institute of Science Bangalore,1,3
816,Raj Rishi,Indian Institute of Science Bangalore,1,3
817,Raj Subin,Indian Institute of Science Bangalore,1,3
818,Rajamanickam Kuppuraj,Indian Institute of Science Bangalore,1,3
819,Rajan Anushree,Indian Institute of Science Bangalore,1,3
820,Rajani Katiyar,R V College of Engineering,1,3
821,Rajasree P M,R V College of Engineering,1,3
822,Rajath S,Indian Institute of Science Bangalore,1,3
823,Rajendra P,M.S. Ramaiah Institute of Technology,1,3
824,Rajesh K B,Indian Institute of Science Bangalore,1,3
825,Rajesh K R,Indian Institute of Science Bangalore,1,3
826,Rajesh P,B.M.S. College of Engineering,1,3
827,Rajeswari M,R V College of Engineering,1,3
828,Rajsekhar K,Indian Institute of Science Bangalore,1,3
829,Rakesh N,Indian Institute of Science Bangalore,1,3
830,Rakesh R,Indian Institute of Science Bangalore,1,3
831,Rakhi S,M.S. Ramaiah Institute of Technology,1,3
832,Raksha P S,International Institute of Information Technology Bangalore,1,3
833,Ram Nilawar Sagar,Indian Institute of Science Bangalore,1,3
834,Ram Prabhakar Kathirvel,Indian Institute of Science Bangalore,1,3
835,Ram Ranashree,Indian Institute of Science Bangalore,1,3
836,Ramabhadran Ramkrishnan,Indian Institute of Science Bangalore,1,3
837,RAMACHANDRA BALLARY,B.M.S. College of Engineering,1,3
838,Ramachandra Sheshadri Kalkunte,Indian Institute of Science Bangalore,1,3
839,Ramamurthy Chinmaye,International Institute of Information Technology Bangalore,1,3
840,Raman Ramakrishnan,International Institute of Information Technology Bangalore,1,3
841,RAMAVENKATESWARAN N,R V College of Engineering,1,3
842,Ramesh Lekshmi,Indian Institute of Science Bangalore,1,3
843,Rameshwar V Arvind,Indian Institute of Science Bangalore,1,3
844,Ramgopal Segu,Dayananda Sagar College of Engineering,1,3
845,Ramji V,Indian Institute of Science Bangalore,1,3
846,Ramkumar B,Indian Institute of Science Bangalore,1,3
847,Ramoji Shreyas,Indian Institute of Science Bangalore,1,3
848,Rana Himanshu,Indian Institute of Science Bangalore,1,3
849,Ranganath D,R V College of Engineering,1,3
850,RANGANI G,R V College of Engineering,1,3
851,Rangwani Harsh,Indian Institute of Science Bangalore,1,3
852,Ranjan B S C,Indian Institute of Science Bangalore,1,3
853,Ranjith Kumar P,Indian Institute of Science Bangalore,1,3
854,Rasheed Abdur,Indian Institute of Science Bangalore,1,3
855,Rashmi R Deshpande,R V College of Engineering,1,3
856,Rasipuram Sowmya,International Institute of Information Technology Bangalore,1,3
857,Rastogi Aditya,Indian Institute of Science Bangalore,1,3
858,Rastogi Navya,Indian Institute of Science Bangalore,1,3
859,Rathod Darshan Dineshkumar,Indian Institute of Science Bangalore,1,3
860,Rathod Nihesh,Indian Institute of Science Bangalore,1,3
861,Rathod Sribhanupratap R,Indian Institute of Science Bangalore,1,3
862,Ratnasri K,Indian Institute of Science Bangalore,1,3
863,Raut Manish Suresh,Indian Institute of Science Bangalore,1,3
864,Rautela Mahindra Singh,Indian Institute of Science Bangalore,1,3
865,Raveendrakumar T H,M.S. Ramaiah Institute of Technology,1,3
866,Ravi Divya,Indian Institute of Science Bangalore,1,3
867,Ravi Kumar D,Indian Institute of Science Bangalore,1,3
868,RAVIKUMAR J,R V College of Engineering,1,3
869,Ravindra Harshitha,International Institute of Information Technology Bangalore,1,3
870,Ravindra S,Dayananda Sagar College of Engineering,1,3
871,Ray Chowdhury Sayak,Indian Institute of Science Bangalore,1,3
872,Reddy Rani Vangimalla,International Institute of Information Technology Bangalore,1,3
873,Reddy Siddavatam Ravi Prakash,Indian Institute of Science Bangalore,1,3
874,Rehal Arun,Indian Institute of Science Bangalore,1,3
875,Rejesh N A,Indian Institute of Science Bangalore,1,3
876,Rekapalli Monica,Indian Institute of Science Bangalore,1,3
877,Reshma Mohan T,Indian Institute of Science Bangalore,1,3
878,Reshma V R,Indian Institute of Science Bangalore,1,3
879,Resma K S,R V College of Engineering,1,3
880,Richa Tengshe,CMR Institute of Technology,1,3
881,Rimalapudi Sarvendranath,Indian Institute of Science Bangalore,1,3
882,Ronghe Anshaj,Indian Institute of Science Bangalore,1,3
883,Roopa D,B.M.S. College of Engineering,1,3
884,Roopa Farshi,Dayananda Sagar College of Engineering,1,3
885,Roopa J,R V College of Engineering,1,3
886,Roopa K R,M.S. Ramaiah Institute of Technology,1,3
887,ROOPA T S,R V College of Engineering,1,3
888,Roopesh R,PES University,1,3
889,Roshny N Kurup,Dayananda Sagar College of Engineering,1,3
890,Rosline Mary A,CMR Institute of Technology,1,3
891,Roy Amal,Indian Institute of Science Bangalore,1,3
892,Roy Anindo,Indian Institute of Science Bangalore,1,3
893,Roy Aritra,Indian Institute of Science Bangalore,1,3
894,Roy Chaudhuri Rajashri,Indian Institute of Science Bangalore,1,3
895,Roy Chowdhury Sulob,Indian Institute of Science Bangalore,1,3
896,Roy Durbar,Indian Institute of Science Bangalore,1,3
897,Roy Kaustav,Indian Institute of Science Bangalore,1,3
898,Roy Shamibrota,Indian Institute of Science Bangalore,1,3
899,Roy Sukanta,Indian Institute of Science Bangalore,1,3
900,Roy Suprateek,Indian Institute of Science Bangalore,1,3
901,Rubini PE,CMR Institute of Technology,1,3
902,Rudresh Sunil,Indian Institute of Science Bangalore,1,3
903,S M Shyam,International Institute of Information Technology Bangalore,1,3
904,S Sharath,Indian Institute of Science Bangalore,1,3
905,Sabarmathi G,CMR Institute of Technology,1,3
906,Sachan Kapil,Indian Institute of Science Bangalore,1,3
907,Sachin K S,Indian Institute of Science Bangalore,1,3
908,Sada Krishnakanth,Indian Institute of Science Bangalore,1,3
909,Sagar BM,R V College of Engineering,1,3
910,Sagar K,Indian Institute of Science Bangalore,1,3
911,Sagarika Behera,CMR Institute of Technology,1,3
912,Saha Aadirupa,Indian Institute of Science Bangalore,1,3
913,Sahana B,R V College of Engineering,1,3
914,Sahasranand K R,Indian Institute of Science Bangalore,1,3
915,Sahoo Jyotiranjan,Indian Institute of Science Bangalore,1,3
916,Sahoo Kshetramohan,Indian Institute of Science Bangalore,1,3
917,Sahu Apoorva,Indian Institute of Science Bangalore,1,3
918,Sahu Renuka,Indian Institute of Science Bangalore,1,3
