Patent_ID,Field_ID
PAT_00752,ELECTRICAL
PAT_00753,COMPUTER_SCIENCE
PAT_00754,BIOTECHNOLOGY
PAT_00755,BIOCHEMISTRY
PAT_00756,COMMUNICATION
PAT_00757,MECHANICAL_ENGINEERING
PAT_00758,CHEMICAL
PAT_00759,ELECTRONICS
PAT_00760,CHEMICAL
PAT_00761,BIOCHEMISTRY
PAT_00762,ELECTRONICS
PAT_00763,COMPUTER_SCIENCE
PAT_00764,BIOMEDICAL_ENGINEERING
PAT_00765,BIOTECHNOLOGY
PAT_00766,CHEMICAL
PAT_00767,MECHANICAL_ENGINEERING
PAT_00768,COMPUTER_SCIENCE
PAT_00769,MECHANICAL_ENGINEERING
PAT_00770,COMMUNICATION
PAT_00771,COMMUNICATION
PAT_00772,CHEMICAL
PAT_00773,ELECTRONICS
PAT_00774,PHYSICS
PAT_00775,BIOMEDICAL_ENGINEERING
PAT_00776,COMMUNICATION
PAT_00777,COMPUTER_SCIENCE
PAT_00778,MECHANICAL_ENGINEERING
PAT_00779,COMMUNICATION
PAT_00780,ELECTRONICS
PAT_00781,COMMUNICATION
PAT_00782,COMPUTER_SCIENCE
PAT_00783,ELECTRONICS
PAT_00784,COMPUTER_SCIENCE
PAT_00785,MECHANICAL_ENGINEERING
PAT_00786,ELECTRICAL
PAT_00787,ELECTRONICS
PAT_00788,ELECTRONICS
PAT_00789,COMMUNICATION
PAT_00790,ELECTRONICS
PAT_00791,ELECTRONICS
PAT_00792,MECHANICAL_ENGINEERING
PAT_00793,COMPUTER_SCIENCE
PAT_00794,COMMUNICATION
PAT_00795,CHEMICAL
PAT_00796,MECHANICAL_ENGINEERING
PAT_00797,BIOMEDICAL_ENGINEERING
PAT_00798,COMMUNICATION
PAT_00799,COMPUTER_SCIENCE
PAT_00800,COMMUNICATION
PAT_00801,BIOMEDICAL_ENGINEERING
PAT_00802,BIOMEDICAL_ENGINEERING
PAT_00803,COMPUTER_SCIENCE
PAT_00804,COMPUTER_SCIENCE
PAT_00805,COMMUNICATION
PAT_00806,COMPUTER_SCIENCE
PAT_00807,PHYSICS
PAT_00808,BIOMEDICAL_ENGINEERING
PAT_00809,COMPUTER_SCIENCE
PAT_00810,CHEMICAL
PAT_00811,BIOMEDICAL_ENGINEERING
PAT_00812,BIOMEDICAL_ENGINEERING
PAT_00813,COMPUTER_SCIENCE
PAT_00814,COMPUTER_SCIENCE
PAT_00815,FOOD
PAT_00816,COMMUNICATION
PAT_00817,COMMUNICATION
PAT_00818,MECHANICAL_ENGINEERING
PAT_00819,COMPUTER_SCIENCE
PAT_00820,ELECTRICAL
PAT_00821,CHEMICAL
PAT_00822,COMPUTER_SCIENCE
PAT_00823,BIOMEDICAL_ENGINEERING
PAT_00824,ELECTRICAL
PAT_00825,COMMUNICATION
PAT_00826,ELECTRONICS
PAT_00827,ELECTRONICS
PAT_00828,COMMUNICATION
PAT_00829,COMPUTER_SCIENCE
PAT_00830,BIOMEDICAL_ENGINEERING
PAT_00831,BIOMEDICAL_ENGINEERING
PAT_00832,COMPUTER_SCIENCE
PAT_00833,COMPUTER_SCIENCE
PAT_00834,ELECTRONICS
PAT_00835,COMPUTER_SCIENCE
PAT_00836,MECHANICAL_ENGINEERING
PAT_00837,MECHANICAL_ENGINEERING
PAT_00838,METALLURGY
PAT_00839,COMPUTER_SCIENCE
PAT_00840,BIOMEDICAL_ENGINEERING
PAT_00841,MECHANICAL_ENGINEERING
PAT_00842,COMMUNICATION
PAT_00843,ELECTRICAL
PAT_00844,BIOCHEMISTRY
PAT_00845,COMPUTER_SCIENCE
PAT_00846,BIOMEDICAL_ENGINEERING
PAT_00847,COMPUTER_SCIENCE
PAT_00848,COMPUTER_SCIENCE
PAT_00849,ELECTRONICS
PAT_00850,BIOTECHNOLOGY
PAT_00851,MECHANICAL_ENGINEERING
PAT_00852,COMPUTER_SCIENCE
PAT_00853,COMPUTER_SCIENCE
PAT_00854,CHEMICAL
PAT_00855,ELECTRICAL
PAT_00856,COMPUTER_SCIENCE
PAT_00857,COMPUTER_SCIENCE
PAT_00858,PHYSICS
PAT_00859,ELECTRONICS
PAT_00860,COMMUNICATION
PAT_00861,CHEMICAL
PAT_00862,CIVIL
PAT_00863,ELECTRICAL
PAT_00864,ELECTRONICS
PAT_00865,PHYSICS
PAT_00866,COMPUTER_SCIENCE
PAT_00867,COMPUTER_SCIENCE
PAT_00868,COMMUNICATION
PAT_00869,COMMUNICATION
PAT_00870,MECHANICAL_ENGINEERING
PAT_00871,MECHANICAL_ENGINEERING
PAT_00872,ELECTRONICS
PAT_00873,BIOMEDICAL_ENGINEERING
PAT_00874,COMPUTER_SCIENCE
PAT_00875,COMPUTER_SCIENCE
PAT_00876,ELECTRONICS
PAT_00877,COMMUNICATION
PAT_00878,COMPUTER_SCIENCE
PAT_00879,MECHANICAL_ENGINEERING
PAT_00880,PHYSICS
PAT_00881,BIOMEDICAL_ENGINEERING
PAT_00882,MECHANICAL_ENGINEERING
PAT_00883,MECHANICAL_ENGINEERING
PAT_00884,MECHANICAL_ENGINEERING
PAT_00885,COMPUTER_SCIENCE
PAT_00886,PHYSICS
PAT_00887,MECHANICAL_ENGINEERING
PAT_00888,ELECTRICAL
PAT_00889,TEXTILE
PAT_00890,MECHANICAL_ENGINEERING
PAT_00891,ELECTRONICS
PAT_00892,CHEMICAL
PAT_00893,PHYSICS
PAT_00894,PHYSICS
PAT_00895,MECHANICAL_ENGINEERING
PAT_00896,ELECTRONICS
PAT_00897,MECHANICAL_ENGINEERING
PAT_00898,ELECTRONICS
PAT_00899,ELECTRICAL
PAT_00900,ELECTRICAL
PAT_00901,FOOD
PAT_00902,COMPUTER_SCIENCE
PAT_00903,COMPUTER_SCIENCE
PAT_00904,COMPUTER_SCIENCE
PAT_00905,PHYSICS
PAT_00906,COMPUTER_SCIENCE
PAT_00907,ELECTRICAL
PAT_00908,BIOMEDICAL_ENGINEERING
PAT_00909,CHEMICAL
PAT_00910,ELECTRONICS
PAT_00911,COMPUTER_SCIENCE
PAT_00912,COMPUTER_SCIENCE
PAT_00913,COMPUTER_SCIENCE
PAT_00914,BIOMEDICAL_ENGINEERING
PAT_00915,ELECTRONICS
PAT_00916,PHYSICS
PAT_00917,ELECTRONICS
PAT_00918,COMPUTER_SCIENCE
PAT_00919,TEXTILE
PAT_00920,ELECTRICAL
PAT_00921,CHEMICAL
PAT_00922,BIOCHEMISTRY
PAT_00923,PHYSICS
PAT_00924,CHEMICAL
PAT_00925,CHEMICAL
PAT_00926,CHEMICAL
PAT_00927,CHEMICAL
PAT_00928,PHYSICS
PAT_00929,ELECTRONICS
PAT_00930,CHEMICAL
PAT_00931,COMPUTER_SCIENCE
PAT_00932,BIOMEDICAL_ENGINEERING
PAT_00933,COMMUNICATION
PAT_00934,CIVIL
PAT_00935,ELECTRONICS
PAT_00936,MECHANICAL_ENGINEERING
PAT_00937,BIOMEDICAL_ENGINEERING
PAT_00938,COMMUNICATION
PAT_00939,COMPUTER_SCIENCE
PAT_00940,COMMUNICATION
PAT_00941,ELECTRONICS
PAT_00942,FOOD
PAT_00943,COMPUTER_SCIENCE
PAT_00944,ELECTRONICS
PAT_00945,COMMUNICATION
PAT_00946,PHYSICS
PAT_00947,ELECTRICAL
PAT_00948,COMMUNICATION
PAT_00949,ELECTRONICS
PAT_00950,CHEMICAL
PAT_00951,CHEMICAL
PAT_00952,COMPUTER_SCIENCE
PAT_00953,COMPUTER_SCIENCE
PAT_00954,COMPUTER_SCIENCE
PAT_00955,POLYMER_TECHNOLOGY
PAT_00956,BIOMEDICAL_ENGINEERING
PAT_00957,POLYMER_TECHNOLOGY
PAT_00958,MECHANICAL_ENGINEERING
PAT_00959,COMPUTER_SCIENCE
PAT_00960,ELECTRICAL
PAT_00961,ELECTRONICS
PAT_00962,COMPUTER_SCIENCE
PAT_00963,PHYSICS
PAT_00964,BIOMEDICAL_ENGINEERING
PAT_00965,CHEMICAL
PAT_00966,MECHANICAL_ENGINEERING
PAT_00967,MECHANICAL_ENGINEERING
PAT_00968,METALLURGY
PAT_00969,MECHANICAL_ENGINEERING
PAT_00970,BIOMEDICAL_ENGINEERING
PAT_00971,PHYSICS
PAT_00972,BIOTECHNOLOGY
PAT_00973,CHEMICAL
PAT_00974,PHYSICS
PAT_00975,COMPUTER_SCIENCE
PAT_00976,ELECTRONICS
PAT_00977,BIOMEDICAL_ENGINEERING
PAT_00978,ELECTRONICS
PAT_00979,BIOMEDICAL_ENGINEERING
PAT_00980,COMPUTER_SCIENCE
PAT_00981,PHYSICS
PAT_00982,PHYSICS
PAT_00983,MECHANICAL_ENGINEERING
PAT_00984,MECHANICAL_ENGINEERING
PAT_00985,MECHANICAL_ENGINEERING
PAT_00986,COMMUNICATION
PAT_00987,BIOMEDICAL_ENGINEERING
PAT_00988,ELECTRONICS
PAT_00989,COMPUTER_SCIENCE
PAT_00990,PHYSICS
PAT_00991,COMMUNICATION
PAT_00992,BIOCHEMISTRY
PAT_00993,CHEMICAL
PAT_00994,COMPUTER_SCIENCE
PAT_00995,COMPUTER_SCIENCE
PAT_00996,BIOMEDICAL_ENGINEERING
PAT_00997,COMPUTER_SCIENCE
PAT_00998,MECHANICAL_ENGINEERING
PAT_00999,COMPUTER_SCIENCE
PAT_01000,MECHANICAL_ENGINEERING
PAT_01001,ELECTRONICS
PAT_01002,MECHANICAL_ENGINEERING
PAT_01003,COMPUTER_SCIENCE
PAT_01004,BIOMEDICAL_ENGINEERING
PAT_01005,MECHANICAL_ENGINEERING
PAT_01006,MECHANICAL_ENGINEERING
PAT_01007,BIOMEDICAL_ENGINEERING
PAT_01008,COMPUTER_SCIENCE
PAT_01009,COMPUTER_SCIENCE
PAT_01010,MECHANICAL_ENGINEERING
PAT_01011,COMPUTER_SCIENCE
PAT_01012,PHYSICS
PAT_01013,COMPUTER_SCIENCE
PAT_01014,BIOMEDICAL_ENGINEERING
PAT_01015,COMPUTER_SCIENCE
PAT_01016,ELECTRONICS
PAT_01017,COMPUTER_SCIENCE
PAT_01018,ELECTRONICS
PAT_01019,BIOMEDICAL_ENGINEERING
PAT_01020,BIOMEDICAL_ENGINEERING
PAT_01021,COMPUTER_SCIENCE
PAT_01022,COMMUNICATION
PAT_01023,BIOMEDICAL_ENGINEERING
PAT_01024,ELECTRONICS
PAT_01025,CHEMICAL
PAT_01026,MECHANICAL_ENGINEERING
PAT_01027,COMPUTER_SCIENCE
PAT_01028,BIOMEDICAL_ENGINEERING
PAT_01029,MECHANICAL_ENGINEERING
PAT_01030,CHEMICAL
PAT_01031,MECHANICAL_ENGINEERING
PAT_01032,MECHANICAL_ENGINEERING
PAT_01033,MECHANICAL_ENGINEERING
PAT_01034,ELECTRONICS
PAT_01035,MECHANICAL_ENGINEERING
PAT_01036,MECHANICAL_ENGINEERING
PAT_01037,MECHANICAL_ENGINEERING
PAT_01038,ELECTRONICS
PAT_01039,BIOMEDICAL_ENGINEERING
PAT_01040,COMPUTER_SCIENCE
PAT_01041,CHEMICAL
PAT_01042,COMMUNICATION
PAT_01043,PHYSICS
PAT_01044,COMPUTER_SCIENCE
PAT_01045,BIOMEDICAL_ENGINEERING
PAT_01046,CIVIL
PAT_01047,BIOMEDICAL_ENGINEERING
PAT_01048,ELECTRONICS
PAT_01049,ELECTRONICS
PAT_01050,COMPUTER_SCIENCE
PAT_01051,COMMUNICATION
PAT_01052,COMPUTER_SCIENCE
PAT_01053,CHEMICAL
PAT_01054,CHEMICAL
PAT_01055,ELECTRONICS
PAT_01056,PHYSICS
PAT_01057,CHEMICAL
PAT_01058,COMPUTER_SCIENCE
PAT_01059,MECHANICAL_ENGINEERING
PAT_01060,MECHANICAL_ENGINEERING
PAT_01061,BIOCHEMISTRY
PAT_01062,BIOTECHNOLOGY
PAT_01063,PHYSICS
PAT_01064,PHYSICS
PAT_01065,COMPUTER_SCIENCE
PAT_01066,COMPUTER_SCIENCE
PAT_01067,COMPUTER_SCIENCE
PAT_01068,CHEMICAL
PAT_01069,ELECTRONICS
PAT_01070,BIOMEDICAL_ENGINEERING
PAT_01071,COMPUTER_SCIENCE
PAT_01072,MECHANICAL_ENGINEERING
PAT_01073,BIOMEDICAL_ENGINEERING
PAT_01074,ELECTRONICS
PAT_01075,ELECTRICAL
PAT_01076,ELECTRICAL
PAT_01077,ELECTRONICS
PAT_01078,COMPUTER_SCIENCE
PAT_01079,COMMUNICATION
PAT_01080,COMMUNICATION
PAT_01081,COMPUTER_SCIENCE
PAT_01082,BIOMEDICAL_ENGINEERING
PAT_01083,COMPUTER_SCIENCE
PAT_01084,POLYMER_TECHNOLOGY
PAT_01085,CHEMICAL
PAT_01086,COMPUTER_SCIENCE
PAT_01087,CHEMICAL
PAT_01088,MECHANICAL_ENGINEERING
PAT_01089,MECHANICAL_ENGINEERING
PAT_01090,COMPUTER_SCIENCE
PAT_01091,MECHANICAL_ENGINEERING
PAT_01092,MECHANICAL_ENGINEERING
PAT_01093,COMPUTER_SCIENCE
PAT_01094,ELECTRONICS
PAT_01095,MECHANICAL_ENGINEERING
PAT_01096,MECHANICAL_ENGINEERING
PAT_01097,COMPUTER_SCIENCE
PAT_01098,MECHANICAL_ENGINEERING
PAT_01099,BIOMEDICAL_ENGINEERING
PAT_01100,COMPUTER_SCIENCE
PAT_01101,MECHANICAL_ENGINEERING
PAT_01102,PHYSICS
PAT_01103,ELECTRICAL
PAT_01104,COMMUNICATION
PAT_01105,ELECTRICAL
PAT_01106,BIOTECHNOLOGY
PAT_01107,MECHANICAL_ENGINEERING
PAT_01108,COMPUTER_SCIENCE
PAT_01109,BIOMEDICAL_ENGINEERING
PAT_01110,COMPUTER_SCIENCE
PAT_01111,TEXTILE
PAT_01112,MECHANICAL_ENGINEERING
PAT_01113,MECHANICAL_ENGINEERING
PAT_01114,BIOMEDICAL_ENGINEERING
PAT_01115,BIOMEDICAL_ENGINEERING
PAT_01116,COMPUTER_SCIENCE
PAT_01117,ELECTRONICS
PAT_01118,BIOMEDICAL_ENGINEERING
PAT_01119,BIOMEDICAL_ENGINEERING
PAT_01120,BIOMEDICAL_ENGINEERING
PAT_01121,PHYSICS
PAT_01122,BIOMEDICAL_ENGINEERING
PAT_01123,COMPUTER_SCIENCE
PAT_01124,ELECTRONICS
PAT_01125,COMPUTER_SCIENCE
PAT_01126,COMMUNICATION
PAT_01127,COMPUTER_SCIENCE
PAT_01128,BIOMEDICAL_ENGINEERING
PAT_01129,COMPUTER_SCIENCE
PAT_01130,BIOMEDICAL_ENGINEERING
PAT_01131,COMPUTER_SCIENCE
PAT_01132,COMPUTER_SCIENCE
PAT_01133,BIOMEDICAL_ENGINEERING
PAT_01134,COMPUTER_SCIENCE
PAT_01135,COMPUTER_SCIENCE
PAT_01136,BIOMEDICAL_ENGINEERING
PAT_01137,MECHANICAL_ENGINEERING
PAT_01138,TEXTILE
PAT_01139,PHYSICS
PAT_01140,ELECTRICAL
PAT_01141,PHYSICS
PAT_01142,MECHANICAL_ENGINEERING
PAT_01143,ELECTRONICS
PAT_01144,CIVIL
PAT_01145,COMMUNICATION
PAT_01146,BIOTECHNOLOGY
PAT_01147,BIOMEDICAL_ENGINEERING
PAT_01148,BIOMEDICAL_ENGINEERING
PAT_01149,ELECTRONICS
PAT_01150,BIOMEDICAL_ENGINEERING
PAT_01151,PHYSICS
PAT_01152,COMPUTER_SCIENCE
PAT_01153,COMPUTER_SCIENCE
PAT_01154,BIOMEDICAL_ENGINEERING
PAT_01155,COMPUTER_SCIENCE
PAT_01156,BIOCHEMISTRY
PAT_01157,COMPUTER_SCIENCE
PAT_01158,COMPUTER_SCIENCE
PAT_01159,COMPUTER_SCIENCE
PAT_01160,MECHANICAL_ENGINEERING
PAT_01161,MECHANICAL_ENGINEERING
PAT_01162,PHYSICS
PAT_01163,PHYSICS
PAT_01164,CHEMICAL
PAT_01165,MECHANICAL_ENGINEERING
PAT_01166,ELECTRICAL
PAT_01167,ELECTRICAL
PAT_01168,ELECTRONICS
PAT_01169,MECHANICAL_ENGINEERING
PAT_01170,PHYSICS
PAT_01171,BIOTECHNOLOGY
PAT_01172,FOOD
PAT_01173,PHYSICS
PAT_01174,FOOD
PAT_01175,CHEMICAL
PAT_01176,CHEMICAL
PAT_01177,POLYMER_TECHNOLOGY
PAT_01178,BIOMEDICAL_ENGINEERING
PAT_01179,BIOMEDICAL_ENGINEERING
PAT_01180,CHEMICAL
PAT_01181,CHEMICAL
PAT_01182,ELECTRICAL
PAT_01183,BIOMEDICAL_ENGINEERING
PAT_01184,COMPUTER_SCIENCE
PAT_01185,ELECTRONICS
PAT_01186,MECHANICAL_ENGINEERING
PAT_01187,BIOMEDICAL_ENGINEERING
PAT_01188,COMPUTER_SCIENCE
PAT_01189,BIOMEDICAL_ENGINEERING
PAT_01190,COMPUTER_SCIENCE
PAT_01191,ELECTRONICS
PAT_01192,ELECTRONICS
PAT_01193,COMPUTER_SCIENCE
PAT_01194,BIOMEDICAL_ENGINEERING
PAT_01195,COMPUTER_SCIENCE
PAT_01196,ELECTRONICS
PAT_01197,COMPUTER_SCIENCE
PAT_01198,CHEMICAL
PAT_01199,BIOTECHNOLOGY
PAT_01200,CHEMICAL
PAT_01201,ELECTRONICS
PAT_01202,PHYSICS
PAT_01203,COMPUTER_SCIENCE
PAT_01204,PHYSICS
PAT_01205,ELECTRICAL
PAT_01206,ELECTRICAL
PAT_01207,CIVIL
PAT_01208,CHEMICAL
PAT_01209,COMPUTER_SCIENCE
PAT_01210,BIOMEDICAL_ENGINEERING
PAT_01211,BIOCHEMISTRY
PAT_01212,BIOMEDICAL_ENGINEERING
PAT_01213,COMPUTER_SCIENCE
PAT_01214,PHYSICS
PAT_01215,CHEMICAL
PAT_01216,COMPUTER_SCIENCE
PAT_01217,MECHANICAL_ENGINEERING
PAT_01218,MECHANICAL_ENGINEERING
PAT_01219,CHEMICAL
PAT_01220,COMPUTER_SCIENCE
PAT_01221,ELECTRICAL
PAT_01222,ELECTRONICS
PAT_01223,MECHANICAL_ENGINEERING
PAT_01224,MECHANICAL_ENGINEERING
PAT_01225,MECHANICAL_ENGINEERING
PAT_01226,COMPUTER_SCIENCE
PAT_01227,MECHANICAL_ENGINEERING
PAT_01228,COMPUTER_SCIENCE
PAT_01229,CHEMICAL
PAT_01230,COMPUTER_SCIENCE
PAT_01231,ELECTRICAL
PAT_01232,ELECTRICAL
PAT_01233,CHEMICAL
PAT_01234,COMPUTER_SCIENCE
PAT_01235,BIOMEDICAL_ENGINEERING
PAT_01236,MECHANICAL_ENGINEERING
PAT_01237,COMPUTER_SCIENCE
PAT_01238,COMPUTER_SCIENCE
PAT_01239,COMPUTER_SCIENCE
PAT_01240,ELECTRICAL
PAT_01241,CHEMICAL
PAT_01242,CHEMICAL
PAT_01243,ELECTRONICS
PAT_01244,PHYSICS
PAT_01245,BIOMEDICAL_ENGINEERING
PAT_01246,BIOMEDICAL_ENGINEERING
PAT_01247,MECHANICAL_ENGINEERING
PAT_01248,ELECTRONICS
PAT_01249,BIOMEDICAL_ENGINEERING
PAT_01250,MECHANICAL_ENGINEERING
PAT_01251,BIOMEDICAL_ENGINEERING
PAT_01252,PHYSICS
PAT_01253,BIOMEDICAL_ENGINEERING
PAT_01254,BIOTECHNOLOGY
PAT_01255,ELECTRONICS
PAT_01256,COMPUTER_SCIENCE
PAT_01257,MECHANICAL_ENGINEERING
PAT_01258,MECHANICAL_ENGINEERING
PAT_01259,ELECTRONICS
PAT_01260,CHEMICAL
PAT_01261,COMPUTER_SCIENCE
PAT_01262,COMPUTER_SCIENCE
PAT_01263,COMPUTER_SCIENCE
PAT_01264,ELECTRICAL
PAT_01265,BIOMEDICAL_ENGINEERING
PAT_01266,PHYSICS
PAT_01267,BIOMEDICAL_ENGINEERING
PAT_01268,COMPUTER_SCIENCE
PAT_01269,MECHANICAL_ENGINEERING
PAT_01270,BIOTECHNOLOGY
PAT_01271,MECHANICAL_ENGINEERING
PAT_01272,MECHANICAL_ENGINEERING
PAT_01273,ELECTRONICS
PAT_01274,COMPUTER_SCIENCE
PAT_01275,COMPUTER_SCIENCE
PAT_01276,ELECTRONICS
PAT_01277,COMPUTER_SCIENCE
PAT_01278,MECHANICAL_ENGINEERING
PAT_01279,MECHANICAL_ENGINEERING
PAT_01280,COMPUTER_SCIENCE
PAT_01281,ELECTRONICS
PAT_01282,BIOMEDICAL_ENGINEERING
PAT_01283,MECHANICAL_ENGINEERING
PAT_01284,PHYSICS
PAT_01285,ELECTRICAL
PAT_01286,MECHANICAL_ENGINEERING
PAT_01287,ELECTRONICS
PAT_01288,CHEMICAL
PAT_01289,ELECTRONICS
PAT_01290,MECHANICAL_ENGINEERING
PAT_01291,COMPUTER_SCIENCE
PAT_01292,ELECTRICAL
PAT_01293,PHYSICS
PAT_01294,COMPUTER_SCIENCE
PAT_01295,POLYMER_TECHNOLOGY
PAT_01296,CHEMICAL
PAT_01297,BIOTECHNOLOGY
PAT_01298,CHEMICAL
PAT_01299,ELECTRICAL
PAT_01300,MECHANICAL_ENGINEERING
PAT_01301,COMPUTER_SCIENCE
PAT_01302,COMPUTER_SCIENCE
PAT_01303,COMPUTER_SCIENCE
PAT_01304,MECHANICAL_ENGINEERING
PAT_01305,MECHANICAL_ENGINEERING
PAT_01306,MECHANICAL_ENGINEERING
PAT_01307,MECHANICAL_ENGINEERING
PAT_01308,COMPUTER_SCIENCE
PAT_01309,MECHANICAL_ENGINEERING
PAT_01310,CIVIL
PAT_01311,ELECTRICAL
PAT_01312,COMPUTER_SCIENCE
PAT_01313,BIOMEDICAL_ENGINEERING
PAT_01314,BIOMEDICAL_ENGINEERING
PAT_01315,BIOMEDICAL_ENGINEERING
PAT_01316,BIOMEDICAL_ENGINEERING
PAT_01317,COMPUTER_SCIENCE
PAT_01318,BIOMEDICAL_ENGINEERING
PAT_01319,ELECTRICAL
PAT_01320,COMPUTER_SCIENCE
PAT_01321,ELECTRONICS
PAT_01322,BIOMEDICAL_ENGINEERING
PAT_01323,ELECTRICAL
PAT_01324,ELECTRONICS
PAT_01325,CHEMICAL
PAT_01326,ELECTRONICS
PAT_01327,COMMUNICATION
PAT_01328,BIOMEDICAL_ENGINEERING
PAT_01329,PHYSICS
PAT_01330,CHEMICAL
PAT_01331,ELECTRICAL
PAT_01332,COMPUTER_SCIENCE
PAT_01333,MECHANICAL_ENGINEERING
PAT_01334,BIOMEDICAL_ENGINEERING
PAT_01335,CHEMICAL
PAT_01336,BIOTECHNOLOGY
PAT_01337,COMMUNICATION
PAT_01338,COMMUNICATION
PAT_01339,COMPUTER_SCIENCE
PAT_01340,COMMUNICATION
PAT_01341,COMPUTER_SCIENCE
PAT_01342,COMPUTER_SCIENCE
PAT_01343,COMMUNICATION
PAT_01344,MECHANICAL_ENGINEERING
PAT_01345,COMPUTER_SCIENCE
PAT_01346,MECHANICAL_ENGINEERING
PAT_01347,COMPUTER_SCIENCE
PAT_01348,COMPUTER_SCIENCE
PAT_01349,COMPUTER_SCIENCE
PAT_01350,BIOMEDICAL_ENGINEERING
PAT_01351,ELECTRICAL
PAT_01352,ELECTRICAL
PAT_01353,BIOMEDICAL_ENGINEERING
PAT_01354,COMPUTER_SCIENCE
PAT_01355,BIOMEDICAL_ENGINEERING
PAT_01356,ELECTRICAL
PAT_01357,ELECTRICAL
PAT_01358,ELECTRICAL
PAT_01359,ELECTRICAL
PAT_01360,MECHANICAL_ENGINEERING
PAT_01361,COMPUTER_SCIENCE
PAT_01362,BIOMEDICAL_ENGINEERING
PAT_01363,CHEMICAL
PAT_01364,ELECTRONICS
PAT_01365,ELECTRONICS
PAT_01366,MECHANICAL_ENGINEERING
PAT_01367,COMPUTER_SCIENCE
PAT_01368,BIOMEDICAL_ENGINEERING
PAT_01369,ELECTRICAL
PAT_01370,PHYSICS
PAT_01371,COMPUTER_SCIENCE
PAT_01372,CHEMICAL
PAT_01373,MECHANICAL_ENGINEERING
PAT_01374,BIOMEDICAL_ENGINEERING
PAT_01375,ELECTRICAL
PAT_01376,COMMUNICATION
PAT_01377,BIOCHEMISTRY
PAT_01378,COMMUNICATION
PAT_01379,ELECTRICAL
PAT_01380,COMMUNICATION
PAT_01381,COMPUTER_SCIENCE
PAT_01382,ELECTRICAL
PAT_01383,MECHANICAL_ENGINEERING
PAT_01384,BIOMEDICAL_ENGINEERING
PAT_01385,CHEMICAL
PAT_01386,PHYSICS
PAT_01387,MECHANICAL_ENGINEERING
PAT_01388,COMPUTER_SCIENCE
PAT_01389,CHEMICAL
PAT_01390,COMPUTER_SCIENCE
PAT_01391,CHEMICAL
PAT_01392,COMPUTER_SCIENCE
PAT_01393,BIOMEDICAL_ENGINEERING
PAT_01394,ELECTRONICS
PAT_01395,BIOMEDICAL_ENGINEERING
PAT_01396,ELECTRONICS
PAT_01397,COMPUTER_SCIENCE
PAT_01398,COMPUTER_SCIENCE
PAT_01399,BIOMEDICAL_ENGINEERING
PAT_01400,CIVIL
PAT_01401,COMPUTER_SCIENCE
PAT_01402,COMPUTER_SCIENCE
PAT_01403,ELECTRONICS
PAT_01404,MECHANICAL_ENGINEERING
PAT_01405,ELECTRICAL
PAT_01406,PHYSICS
PAT_01407,COMPUTER_SCIENCE
PAT_01408,CHEMICAL
PAT_01409,MECHANICAL_ENGINEERING
PAT_01410,MECHANICAL_ENGINEERING
PAT_01411,ELECTRICAL
PAT_01412,MECHANICAL_ENGINEERING
PAT_01413,BIOMEDICAL_ENGINEERING
PAT_01414,COMPUTER_SCIENCE
PAT_01415,MECHANICAL_ENGINEERING
PAT_01416,MECHANICAL_ENGINEERING
PAT_01417,ELECTRONICS
PAT_01418,COMPUTER_SCIENCE
PAT_01419,COMPUTER_SCIENCE
PAT_01420,MECHANICAL_ENGINEERING
PAT_01421,MECHANICAL_ENGINEERING
PAT_01422,ELECTRONICS
PAT_01423,BIOMEDICAL_ENGINEERING
PAT_01424,COMPUTER_SCIENCE
PAT_01425,BIOCHEMISTRY
PAT_01426,BIOMEDICAL_ENGINEERING
PAT_01427,PHYSICS
PAT_01428,ELECTRONICS
PAT_01429,PHYSICS
PAT_01430,BIOMEDICAL_ENGINEERING
PAT_01431,BIOMEDICAL_ENGINEERING
PAT_01432,ELECTRICAL
PAT_01433,BIOMEDICAL_ENGINEERING
PAT_01434,ELECTRONICS
PAT_01435,BIOMEDICAL_ENGINEERING
PAT_01436,ELECTRONICS
PAT_01437,MECHANICAL_ENGINEERING
PAT_01438,TEXTILE
PAT_01439,COMPUTER_SCIENCE
PAT_01440,CHEMICAL
PAT_01441,CHEMICAL
PAT_01442,POLYMER_TECHNOLOGY
PAT_01443,CHEMICAL
PAT_01444,CHEMICAL
PAT_01445,BIOMEDICAL_ENGINEERING
PAT_01446,BIOMEDICAL_ENGINEERING
PAT_01447,BIOTECHNOLOGY
PAT_01448,BIOMEDICAL_ENGINEERING
PAT_01449,MECHANICAL_ENGINEERING
PAT_01450,ELECTRONICS
PAT_01451,COMPUTER_SCIENCE
PAT_01452,BIOMEDICAL_ENGINEERING
PAT_01453,ELECTRICAL
PAT_01454,PHYSICS
PAT_01455,MECHANICAL_ENGINEERING
PAT_01456,MECHANICAL_ENGINEERING
PAT_01457,MECHANICAL_ENGINEERING
PAT_01458,BIOMEDICAL_ENGINEERING
PAT_01459,COMPUTER_SCIENCE
PAT_01460,ELECTRICAL
PAT_01461,ELECTRICAL
PAT_01462,MECHANICAL_ENGINEERING
PAT_01463,COMPUTER_SCIENCE
PAT_01464,COMPUTER_SCIENCE
PAT_01465,ELECTRONICS
PAT_01466,COMPUTER_SCIENCE
PAT_01467,MECHANICAL_ENGINEERING
PAT_01468,ELECTRONICS
PAT_01469,BIOMEDICAL_ENGINEERING
PAT_01470,ELECTRONICS
