record_id,source_table,keyword,score,rank
122,grants,reporter,0.7911,2
122,grants,smart,0.5565,3
123,grants,training program,0.8011,1
123,grants,term training,0.6938,2
123,grants,training,0.6674,3
123,grants,short term,0.5164,4
123,grants,program,0.4252,5
123,grants,short,0.3121,6
123,grants,term,0.2207,7
124,grants,training program,0.8011,1
124,grants,term training,0.6938,2
124,grants,training,0.6674,3
124,grants,short term,0.5164,4
124,grants,program,0.4252,5
124,grants,short,0.3121,6
124,grants,term,0.2207,7
125,grants,neonatal monitoring,0.774,1
125,grants,comprehensive neonatal,0.6316,2
125,grants,neonatal,0.5505,3
125,grants,design development,0.4227,4
125,grants,development virtual,0.3883,5
125,grants,monitoring,0.3719,6
125,grants,development,0.3357,7
125,grants,virtual comprehensive,0.3131,8
126,grants,antenna lab,0.6981,1
126,grants,microwave antenna,0.6777,2
126,grants,set microwave,0.5572,3
126,grants,antenna,0.5088,4
126,grants,microwave,0.4897,5
126,grants,centre learning,0.3879,6
126,grants,learning set,0.363,7
126,grants,lab,0.28,8
127,grants,efficiency taguchiâ,0.574,1
127,grants,worker efficiency,0.5402,2
127,grants,taguchiâ orthogonal,0.4633,3
127,grants,optimization workplace,0.463,4
127,grants,workplace design,0.4399,5
127,grants,improve worker,0.4211,6
127,grants,orthogonal array,0.3866,7
127,grants,efficiency,0.349,8
128,grants,modernization wireless,0.8122,1
128,grants,communication lab,0.654,2
128,grants,wireless communication,0.6157,3
128,grants,wireless,0.5458,4
128,grants,modernization,0.4015,5
128,grants,lab,0.3788,6
128,grants,communication,0.33,7
129,grants,welding equipment,0.535,1
129,grants,ferrous tubes,0.4951,2
129,grants,butt welding,0.4889,3
129,grants,welding,0.451,4
129,grants,smart robotic,0.4266,5
129,grants,manufacturing technology,0.4197,6
129,grants,robotic based,0.4067,7
129,grants,advanced manufacturing,0.4064,8
9,grants,foil failure,0.5728,1
9,grants,pulse flaws,0.5694,2
9,grants,propagation healing,0.4883,3
9,grants,flaws metallic,0.4465,4
9,grants,healing flaw,0.4455,5
9,grants,flaw closure,0.444,6
9,grants,flaw propagation,0.4404,7
9,grants,metallic foil,0.4173,8
130,grants,memory waveguide,0.6303,1
130,grants,waveguide application,0.4954,2
130,grants,waveguide,0.4615,3
130,grants,sensor nv,0.4431,4
130,grants,film sensor,0.4311,5
130,grants,nv memory,0.4208,6
130,grants,fabrication characterization,0.3762,7
130,grants,characterization film,0.272,8
131,grants,awarded teachers,0.6999,1
131,grants,teachers associateship,0.6737,2
131,grants,excellence tare,0.631,3
131,grants,associateship research,0.5219,4
131,grants,research excellence,0.5131,5
131,grants,teachers,0.4621,6
131,grants,excellence,0.4393,7
131,grants,associateship,0.4387,8
132,grants,iot enable,0.6021,1
132,grants,sanitizer vend,0.5852,2
132,grants,smart sanitizer,0.5558,3
132,grants,iot,0.4705,4
132,grants,enable smart,0.4606,5
132,grants,vend machine,0.4472,6
132,grants,sanitizer,0.3595,7
132,grants,vend,0.3269,8
133,grants,electronic optoelectronic,0.4908,1
133,grants,chalcogenide material,0.4725,2
133,grants,memory pcm,0.4705,3
133,grants,optoelectronic,0.405,4
133,grants,change memory,0.403,5
133,grants,optoelectronic property,0.4005,6
133,grants,transition metal,0.3766,7
133,grants,phase change,0.3726,8
134,grants,wind pv,0.6001,1
134,grants,pv micro,0.4535,2
134,grants,grid tribal,0.4313,3
134,grants,micro grid,0.4194,4
134,grants,pv,0.3966,5
134,grants,tribal community,0.3911,6
134,grants,effective wind,0.359,7
134,grants,cost effective,0.3418,8
135,grants,wind pv,0.6001,1
135,grants,pv micro,0.4535,2
135,grants,grid tribal,0.4313,3
135,grants,micro grid,0.4194,4
135,grants,pv,0.3966,5
135,grants,tribal community,0.3911,6
135,grants,effective wind,0.359,7
135,grants,cost effective,0.3418,8
136,grants,karnataka renewable,0.7981,1
136,grants,efficiency karnataka,0.7167,2
136,grants,renewable energy,0.5973,3
136,grants,energy development,0.55,4
136,grants,karnataka,0.539,5
136,grants,conservation efficiency,0.5209,6
136,grants,renewable,0.5167,7
136,grants,energy conservation,0.4714,8
137,grants,aicte training,0.6407,1
137,grants,virtual reality,0.5711,2
137,grants,immersive virtual,0.5685,3
137,grants,programme immersive,0.5449,4
137,grants,atal academy,0.5236,5
137,grants,learning atal,0.5081,6
137,grants,aicte,0.5029,7
137,grants,immersive,0.4591,8
138,grants,technology,1.0,1
139,grants,endophenotype schizophrenia,0.6848,1
139,grants,schizophrenia examination,0.6351,2
139,grants,schizophrenia,0.5799,3
139,grants,retinal vascular,0.5306,4
139,grants,abnormality endophenotype,0.4509,5
139,grants,retinal,0.4422,6
139,grants,vascular abnormality,0.4026,7
139,grants,endophenotype,0.3705,8
140,grants,biomedical waste,0.5781,1
140,grants,covid 19,0.4399,2
140,grants,handle covid,0.4339,3
140,grants,waste,0.391,4
140,grants,covid,0.3886,5
140,grants,19 biomedical,0.3128,6
140,grants,biomedical,0.2852,7
140,grants,vibhajaka smart,0.2662,8
141,grants,fever respiration,0.6642,1
141,grants,respiration monitoring,0.6026,2
141,grants,contact fever,0.5355,3
141,grants,fever,0.4393,4
141,grants,mass screening,0.3861,5
141,grants,monitoring mass,0.3845,6
141,grants,respiration,0.3543,7
141,grants,screening,0.2779,8
142,grants,ocean climatic,0.6432,1
142,grants,indian ocean,0.635,2
142,grants,climatic response,0.563,3
142,grants,sea coupling,0.5546,4
142,grants,coupling indian,0.4847,5
142,grants,air sea,0.4683,6
142,grants,climatic,0.4358,7
142,grants,ocean,0.3437,8
143,grants,piezoelectric material,0.5968,1
143,grants,material discovery,0.5672,2
143,grants,performance piezoelectric,0.5634,3
143,grants,piezoelectric,0.5513,4
143,grants,discovery machine,0.4238,5
143,grants,machine learning,0.4035,6
143,grants,learning experimental,0.4002,7
143,grants,discovery,0.3308,8
144,grants,base sentiment,0.4995,1
144,grants,diagnose mental,0.4892,2
144,grants,sentiment analysis,0.4655,3
144,grants,recurrent neural,0.4562,4
144,grants,mental disorders,0.4257,5
144,grants,neural network,0.4148,6
144,grants,diary image,0.411,7
144,grants,patientâ diary,0.4099,8
145,grants,edge computing,0.7072,1
145,grants,intelligent edge,0.5222,2
145,grants,sttp aicte,0.5207,3
145,grants,sttp,0.4393,4
145,grants,edge,0.436,5
145,grants,aicte aqis,0.3888,6
145,grants,aqis,0.381,7
145,grants,aqis intelligent,0.3782,8
146,grants,automation hydroponic,0.6585,1
146,grants,precision farming,0.5624,2
146,grants,hydroponic farms,0.5373,3
146,grants,automation,0.4812,4
146,grants,farming,0.4665,5
146,grants,farms urban,0.4594,6
146,grants,farming incorporate,0.4228,7
146,grants,farms,0.4193,8
147,grants,measure pollutant,0.5815,1
147,grants,pollutant concentration,0.4909,2
147,grants,lung deposition,0.4768,3
147,grants,predictive lung,0.4522,4
147,grants,sensor measure,0.4206,5
147,grants,pollutant,0.4001,6
147,grants,cost sensor,0.3729,7
147,grants,deposition factor,0.3619,8
148,grants,concrete alkali,0.8523,1
148,grants,activate concrete,0.6947,2
148,grants,alkali activate,0.661,3
148,grants,alkali,0.5903,4
148,grants,concrete,0.5736,5
148,grants,friendly concrete,0.551,6
148,grants,study environmentally,0.2772,7
148,grants,environmentally friendly,0.2748,8
150,grants,automation hydroponic,0.6585,1
150,grants,precision farming,0.5624,2
150,grants,hydroponic farms,0.5373,3
150,grants,automation,0.4812,4
150,grants,farming,0.4665,5
150,grants,farms urban,0.4594,6
150,grants,farming incorporate,0.4228,7
150,grants,farms,0.4193,8
151,grants,arc weld,0.5534,1
151,grants,weld obtain,0.5291,2
151,grants,t6 weld,0.5169,3
151,grants,weld technique,0.4909,4
151,grants,fatigue crack,0.4549,5
151,grants,weld,0.4524,6
151,grants,crack growth,0.4447,7
151,grants,metal arc,0.4315,8
152,grants,edge computing,0.7124,1
152,grants,intelligent edge,0.5299,2
152,grants,sttp aicte,0.5167,3
152,grants,edge,0.4438,4
152,grants,sttp,0.4318,5
152,grants,aicte aqis,0.3829,6
152,grants,aqis,0.3666,7
152,grants,aqis intelligent,0.366,8
20,grants,temporal regularization,0.5123,1
20,grants,adaptive spatio,0.5044,2
20,grants,image reconstruction,0.4902,3
20,grants,biomedical image,0.4515,4
20,grants,dynamic biomedical,0.4338,5
20,grants,spatio temporal,0.4268,6
20,grants,motion adaptive,0.4236,7
20,grants,regularization,0.3937,8
153,grants,sign language,0.6002,1
153,grants,kannada educational,0.5539,2
153,grants,augment kannada,0.488,3
153,grants,language anime,0.4765,4
153,grants,educational video,0.4558,5
153,grants,video indian,0.4419,6
153,grants,kannada,0.4299,7
153,grants,indian sign,0.4194,8
154,grants,glass carbon,0.4213,1
154,grants,fiber aerospace,0.4098,2
154,grants,lmpact damage,0.4086,3
154,grants,kevlar fiber,0.399,4
154,grants,layer glass,0.3845,5
154,grants,lnvestigation low,0.3502,6
154,grants,experimental lnvestigation,0.3497,7
154,grants,carbon kevlar,0.3428,8
156,grants,ieee cis,0.6738,1
156,grants,industry interaction,0.6379,2
156,grants,ieee,0.5883,3
156,grants,local industry,0.5682,4
156,grants,cis local,0.5242,5
156,grants,industry,0.4211,6
156,grants,cis,0.3628,7
156,grants,local,0.3392,8
157,grants,school outreach,0.6349,1
157,grants,outreach program,0.6242,2
157,grants,ieee cis,0.6121,3
157,grants,ieee,0.5543,4
157,grants,outreach,0.5485,5
157,grants,high school,0.4126,6
157,grants,cis high,0.342,7
157,grants,school,0.3217,8
158,grants,webdriver python,0.9235,1
158,grants,selenium webdriver,0.8336,2
158,grants,webdriver,0.7178,3
158,grants,selenium,0.6645,4
158,grants,python,0.5071,5
159,grants,drowsiness detection,0.8048,1
159,grants,drowsiness,0.6458,2
159,grants,automotive drivers,0.5653,3
159,grants,detection automotive,0.5597,4
159,grants,automotive,0.447,5
159,grants,drivers,0.4359,6
159,grants,detection,0.2977,7
160,grants,action bot,1.0,1
160,grants,bot,0.7286,2
160,grants,action,0.6815,3
161,grants,composite photonic,0.6515,1
161,grants,polymer nano,0.5808,2
161,grants,nano composite,0.5388,3
161,grants,photonic application,0.5267,4
161,grants,development polymer,0.5077,5
161,grants,polymer,0.4506,6
161,grants,photonic,0.4338,7
161,grants,composite,0.3276,8
162,grants,composite retrofits,0.5946,1
162,grants,rc beams,0.5334,2
162,grants,structural efficiency,0.4807,3
162,grants,effective composite,0.419,4
162,grants,beams enhance,0.4189,5
162,grants,beams,0.3714,6
162,grants,retrofits,0.3713,7
162,grants,distressed rc,0.3654,8
163,grants,water recycling,0.6532,1
163,grants,recycling equipment,0.5725,2
163,grants,implementation water,0.4825,3
163,grants,recycling,0.4791,4
163,grants,feasibility study,0.3678,5
163,grants,individual house,0.3351,6
163,grants,chikkaballapur district,0.3235,7
163,grants,house specific,0.3103,8
164,grants,card ticketing,0.5672,1
164,grants,ticketing service,0.5424,2
164,grants,smart card,0.5422,3
164,grants,bengarulu city,0.4465,4
164,grants,ticketing,0.4287,5
164,grants,reference bengarulu,0.3914,6
164,grants,public transport,0.3889,7
164,grants,bengarulu,0.3811,8
165,grants,diesel production,0.5714,1
165,grants,oil uco,0.5186,2
165,grants,bio diesel,0.4725,3
165,grants,production unit,0.465,4
165,grants,unit bengarulu,0.412,5
165,grants,distribution cook,0.4117,6
165,grants,cook oil,0.4072,7
165,grants,diesel,0.3947,8
166,grants,metal detection,0.6834,1
166,grants,detection water,0.6733,2
166,grants,optical sensing,0.5441,3
166,grants,sensing heavy,0.4892,4
166,grants,heavy metal,0.3943,5
166,grants,sensing,0.3885,6
166,grants,application optical,0.3664,7
166,grants,metal,0.3264,8
167,grants,vahini,1.0,1
168,grants,matlab simulink,0.7415,1
168,grants,alternative matlab,0.5396,2
168,grants,fdp scilab,0.5368,3
168,grants,atal fdp,0.5304,4
168,grants,simulink,0.5303,5
168,grants,matlab,0.5232,6
168,grants,atal,0.4049,7
168,grants,scilab xcos,0.397,8
169,grants,neuromorphic computing,0.7731,1
169,grants,material neuromorphic,0.6887,2
169,grants,electronic synapsis,0.6656,3
169,grants,neuromorphic,0.6093,4
169,grants,synapsis base,0.5731,5
169,grants,synapsis,0.4932,6
169,grants,dimensional material,0.3682,7
169,grants,computing,0.3374,8
170,grants,development ultrasonic,0.5801,1
170,grants,dry food,0.5459,2
170,grants,ultrasonic assist,0.5313,3
170,grants,vacuum dry,0.526,4
170,grants,ultrasonic,0.5114,5
170,grants,assist vacuum,0.498,6
170,grants,vacuum,0.4315,7
170,grants,food,0.2631,8
171,grants,flow battery,0.5174,1
171,grants,lead redox,0.4685,2
171,grants,redox flow,0.4632,3
171,grants,battery cycleablity,0.3671,4
171,grants,soluble lead,0.3622,5
171,grants,natural convection,0.3432,6
171,grants,gradient drive,0.3191,7
171,grants,convection,0.2908,8
172,grants,membrane desalination,0.6565,1
172,grants,matrix membrane,0.5316,2
172,grants,desalination,0.4994,3
172,grants,carbon base,0.4075,4
172,grants,nano composite,0.3944,5
172,grants,membrane,0.3908,6
172,grants,carbon,0.3598,7
172,grants,base nano,0.3026,8
174,grants,quantum transport,0.6119,1
174,grants,transport equation,0.5486,2
174,grants,compact model,0.4233,3
174,grants,quantum,0.3646,4
174,grants,generation compact,0.3443,5
174,grants,equation base,0.3258,6
174,grants,transport,0.3255,7
174,grants,base generation,0.3224,8
175,grants,cold plasma,0.529,1
175,grants,water hygiene,0.4809,2
175,grants,application cold,0.4577,3
175,grants,plasma,0.3785,4
175,grants,plasma activate,0.3682,5
175,grants,mathematical modeling,0.3499,6
175,grants,hygiene purpose,0.3413,7
175,grants,activate water,0.338,8
176,grants,flow granular,0.5789,1
176,grants,dem simulation,0.5116,2
176,grants,granular material,0.4667,3
176,grants,vertical channel,0.4468,4
176,grants,granular,0.3863,5
176,grants,material vertical,0.3667,6
176,grants,simulation prediction,0.3536,7
176,grants,channel comparison,0.3518,8
10,grants,probe microscope,0.7008,1
10,grants,microscope rotatable,0.6442,2
10,grants,scan probe,0.6021,3
10,grants,microscope,0.5605,4
10,grants,rotatable tip,0.559,5
10,grants,probe,0.4687,6
10,grants,tip development,0.4497,7
10,grants,tip,0.3822,8
18,grants,networked distribute,0.7656,1
18,grants,distribute control,0.701,2
18,grants,aware networked,0.578,3
18,grants,distribute,0.4911,4
18,grants,resource aware,0.4812,5
18,grants,networked,0.4512,6
18,grants,control,0.3485,7
18,grants,resource,0.2285,8
177,grants,wall turbulence,0.8854,1
177,grants,turbulence,0.6904,2
177,grants,soft wall,0.6351,3
177,grants,wall,0.3972,4
177,grants,soft,0.3825,5
178,grants,microdroplet analysis,0.835,1
178,grants,microdroplet,0.7028,2
178,grants,quantification biomolecule,0.5967,3
178,grants,biomolecule,0.4996,4
178,grants,quantification,0.249,5
178,grants,analysis quantification,0.2332,6
178,grants,analysis,0.1351,7
179,grants,bubble injection,0.5733,1
179,grants,bubble interaction,0.5357,2
179,grants,air bubble,0.5331,3
179,grants,vortex ring,0.5207,4
179,grants,ring bubble,0.5041,5
179,grants,turbulent boundary,0.4871,6
179,grants,bubble,0.444,7
179,grants,turbulent,0.4396,8
180,grants,flow deformation,0.5969,1
180,grants,plastic flow,0.5536,2
180,grants,strain mesoscale,0.5295,3
180,grants,mesoscale plastic,0.4905,4
180,grants,deformation processing,0.4341,5
180,grants,large strain,0.3569,6
180,grants,deformation,0.3522,7
180,grants,strain,0.3315,8
181,grants,polymeric flow,0.6864,1
181,grants,microfluidic platform,0.6591,2
181,grants,microfluidic,0.6561,3
181,grants,flow induced,0.4412,4
181,grants,investigate flow,0.3994,5
181,grants,flow,0.3887,6
181,grants,polymeric,0.3447,7
181,grants,laden polymeric,0.2978,8
182,grants,deformation porous,0.6911,1
182,grants,plastic deformation,0.627,2
182,grants,soft rock,0.6103,3
182,grants,porous soft,0.597,4
182,grants,severe plastic,0.4926,5
182,grants,deformation,0.4588,6
182,grants,porous,0.3907,7
182,grants,soft,0.3727,8
183,grants,quenching surface,0.6634,1
183,grants,surface modification,0.5915,2
183,grants,enhancement thermal,0.5712,3
183,grants,thermal performance,0.4746,4
183,grants,performance quenching,0.3799,5
183,grants,surface,0.3664,6
183,grants,thermal,0.3511,7
183,grants,quenching,0.3384,8
184,grants,tomography perfusion,0.6693,1
184,grants,perfusion imaging,0.6016,2
184,grants,deep learning,0.4578,3
184,grants,tomography,0.4481,4
184,grants,compute tomography,0.4477,5
184,grants,perfusion,0.4283,6
184,grants,imaging,0.3584,7
184,grants,dose compute,0.332,8
185,grants,microarchitectural technique,0.7773,1
185,grants,secure processor,0.7692,2
185,grants,microarchitectural,0.7174,3
185,grants,design secure,0.6214,4
185,grants,processor,0.4998,5
185,grants,secure,0.4294,6
185,grants,technique design,0.3271,7
185,grants,design,0.3016,8
186,grants,topological datum,0.6917,1
186,grants,datum analysis,0.6083,2
186,grants,tool multivariate,0.5702,3
186,grants,multivariate,0.4726,4
186,grants,topological,0.4555,5
186,grants,datum,0.4301,6
186,grants,analysis tool,0.3966,7
186,grants,analysis,0.228,8
187,grants,nanoparticle coating,0.7269,1
187,grants,entropy alloy,0.7167,2
187,grants,alloy nanoparticle,0.6329,3
187,grants,nanoparticle,0.5141,4
187,grants,high entropy,0.5082,5
187,grants,coating,0.4514,6
187,grants,entropy,0.4445,7
187,grants,alloy,0.4083,8
188,grants,lead endothelial,0.6223,1
188,grants,endothelial dysfunction,0.584,2
188,grants,microfluidic,0.5691,3
188,grants,endothelial,0.536,4
188,grants,microfluidic approach,0.5114,5
188,grants,mechanical fluid,0.3635,6
188,grants,biochemical stimulus,0.3239,7
188,grants,fluid dynamic,0.3217,8
189,grants,neuromorphic audio,0.6,1
189,grants,saliency model,0.4757,2
189,grants,visual saliency,0.4496,3
189,grants,implementation neuromorphic,0.4467,4
189,grants,saliency,0.4234,5
189,grants,audio visual,0.4141,6
189,grants,automate surveillance,0.3954,7
189,grants,deep learn,0.3906,8
190,grants,programming spectral,0.7225,1
190,grants,spectral method,0.6445,2
190,grants,fundamental algorithms,0.6103,3
190,grants,convex programming,0.6037,4
190,grants,spectral,0.4597,5
190,grants,base convex,0.3998,6
190,grants,algorithms,0.3731,7
190,grants,algorithms base,0.3514,8
191,grants,wall turbulence,0.6202,1
191,grants,friction drag,0.5863,2
191,grants,turbulence external,0.5418,3
191,grants,manipulation wall,0.5078,4
191,grants,drag transport,0.5003,5
191,grants,turbulence,0.4679,6
191,grants,friction,0.3959,7
191,grants,surface friction,0.3933,8
192,grants,sonar signal,0.6359,1
192,grants,application sonar,0.6096,2
192,grants,sonar,0.5689,3
192,grants,simulation ship,0.5588,4
192,grants,ship wake,0.5436,5
192,grants,signal modeling,0.381,6
192,grants,wake application,0.3794,7
192,grants,simulation,0.3128,8
193,grants,strengthening nano,0.5894,1
193,grants,nano precipitate,0.5409,2
193,grants,dispersion nano,0.5306,3
193,grants,nano dispersion,0.5074,4
193,grants,aluminium alloy,0.4785,5
193,grants,alloy high,0.4377,6
193,grants,aluminium,0.4215,7
193,grants,weight aluminium,0.3988,8
194,grants,corona ignition,0.6502,1
194,grants,ignition lean,0.5909,2
194,grants,lean combustion,0.5767,3
194,grants,combustion engine,0.5329,4
194,grants,study corona,0.4105,5
194,grants,corona,0.3744,6
194,grants,combustion,0.3553,7
194,grants,engine,0.3462,8
195,grants,evaporative cool,0.519,1
195,grants,optimization heat,0.5101,2
195,grants,indirect evaporative,0.4812,3
195,grants,exchanger indirect,0.4239,4
195,grants,evaporative,0.4214,5
195,grants,mass exchanger,0.3839,6
195,grants,heat mass,0.3647,7
195,grants,exchanger,0.3196,8
12,grants,perovskite solar,0.8131,1
12,grants,stable perovskite,0.7496,2
12,grants,perovskite,0.5923,3
12,grants,solar cell,0.5135,4
12,grants,solar,0.3352,5
12,grants,area stable,0.264,6
12,grants,cell,0.184,7
12,grants,large area,0.1811,8
13,grants,3d reconstruction,0.6782,1
13,grants,principles 3d,0.5583,2
13,grants,network principles,0.5398,3
13,grants,network,0.447,4
13,grants,3d,0.4387,5
13,grants,reconstruction,0.3889,6
13,grants,principles,0.2489,7
196,grants,power sector,0.5595,1
196,grants,approach development,0.5446,2
196,grants,development environment,0.5398,3
196,grants,integrated approach,0.5375,4
196,grants,environment power,0.5138,5
196,grants,development,0.4207,6
196,grants,sector,0.415,7
196,grants,environment,0.3845,8
197,grants,lens array,0.6206,1
197,grants,index lens,0.6013,2
197,grants,array antenna,0.5739,3
197,grants,lens,0.4021,4
197,grants,array,0.3673,5
197,grants,antenna,0.341,6
197,grants,compact band,0.3332,7
197,grants,band dual,0.3172,8
198,grants,prosumer drive,0.6564,1
198,grants,smart grid,0.6196,2
198,grants,development prosumer,0.4816,3
198,grants,drive integrate,0.4263,4
198,grants,prosumer,0.4191,5
198,grants,integrate smart,0.4189,6
198,grants,grid,0.2424,7
198,grants,drive,0.235,8
199,grants,coal research,0.797,1
199,grants,clean coal,0.7646,2
199,grants,coal,0.6144,3
199,grants,centre clean,0.4046,4
199,grants,national centre,0.3397,5
199,grants,research development,0.2868,6
199,grants,research,0.254,7
199,grants,centre,0.2147,8
200,grants,geoploymer composite,0.5696,1
200,grants,pollution addition,0.4143,2
200,grants,nano particle,0.3897,3
200,grants,development geoploymer,0.3729,4
200,grants,mechanical property,0.3568,5
200,grants,air pollution,0.3536,6
200,grants,geoploymer,0.3481,7
200,grants,pollution,0.3105,8
202,grants,fabrication nanomaterial,0.6938,1
202,grants,scale fabrication,0.6466,2
202,grants,nanomaterial high,0.5624,3
202,grants,nanomaterial,0.5238,4
202,grants,fabrication,0.3972,5
202,grants,degree complexity,0.3671,6
202,grants,scale,0.3604,7
202,grants,complexity,0.3132,8
203,grants,embed geosynthetic,0.4947,1
203,grants,incline plate,0.4789,2
203,grants,plate anchor,0.4696,3
203,grants,geosynthetic reinforce,0.4656,4
203,grants,anchor embed,0.4437,5
203,grants,tower foundation,0.4404,6
203,grants,performance incline,0.426,7
203,grants,incline,0.4111,8
204,grants,ai base,0.6113,1
204,grants,conference ai,0.5728,2
204,grants,ai,0.496,3
204,grants,learning services,0.4583,4
204,grants,machine learning,0.4386,5
204,grants,base machine,0.4378,6
204,grants,services industry,0.4308,7
204,grants,national conference,0.4108,8
205,grants,artificial intelligence,0.6262,1
205,grants,power utlities,0.6243,2
205,grants,power,0.5512,3
205,grants,intelligence,0.4405,4
205,grants,utlities artificial,0.368,5
205,grants,artificial,0.3407,6
205,grants,utlities,0.1876,7
206,grants,brain signal,0.5984,1
206,grants,development neurological,0.5515,2
206,grants,neurological disorder,0.5503,3
206,grants,disorder brain,0.5413,4
206,grants,neurological,0.5324,5
206,grants,signal computing,0.5174,6
206,grants,brain,0.4301,7
206,grants,infrastructure development,0.3853,8
208,grants,python fdp,0.6887,1
208,grants,deep learning,0.5699,2
208,grants,fdp,0.5695,3
208,grants,learning deep,0.5072,4
208,grants,learning python,0.4192,5
208,grants,machine learning,0.3914,6
208,grants,learning,0.3576,7
208,grants,deep,0.3232,8
209,grants,lucene query,0.8526,1
209,grants,sql lucene,0.8516,2
209,grants,lucene,0.7265,3
209,grants,query parser,0.7198,4
209,grants,parser,0.5007,5
209,grants,sql,0.4193,6
209,grants,query,0.4144,7
210,grants,ieee stem,0.7605,1
210,grants,ambassodar ideathon,0.5607,2
210,grants,ideathon school,0.5488,3
210,grants,ieee,0.5403,4
210,grants,stem ambassodar,0.5366,5
210,grants,ideathon,0.4457,6
210,grants,stem,0.3742,7
210,grants,ambassodar,0.3673,8
211,grants,embed prediction,0.5194,1
211,grants,development ai,0.5143,2
211,grants,child birth,0.5034,3
211,grants,birth pregnancy,0.5026,4
211,grants,ai base,0.4912,5
211,grants,prediction preterm,0.4548,6
211,grants,preterm child,0.4489,7
211,grants,base embed,0.4203,8
212,grants,edge computing,0.5585,1
212,grants,snake farm,0.5356,2
212,grants,detect snake,0.5313,3
212,grants,land edge,0.4771,4
212,grants,edge,0.3742,5
212,grants,snake,0.3672,6
212,grants,algorithm,0.3321,7
212,grants,detect,0.3295,8
213,grants,ieee computer,0.6207,1
213,grants,ieee,0.6008,2
213,grants,activity fund,0.5334,3
213,grants,computer society,0.4951,4
213,grants,inaguration activity,0.4506,5
213,grants,society inaguration,0.3531,6
213,grants,computer,0.3387,7
213,grants,fund,0.3284,8
214,grants,homomorphic encryption,0.5653,1
214,grants,encryption cloud,0.5394,2
214,grants,auditing share,0.4766,3
214,grants,secure lightweight,0.4682,4
214,grants,fully homomorphic,0.4459,5
214,grants,framework auditing,0.4341,6
214,grants,lightweight distribute,0.4234,7
214,grants,homomorphic,0.4179,8
215,grants,violence detection,0.725,1
215,grants,drone surveillance,0.6339,2
215,grants,detection drone,0.6008,3
215,grants,drone,0.4958,4
215,grants,surveillance video,0.4927,5
215,grants,violence,0.478,6
215,grants,surveillance,0.3561,7
215,grants,video,0.3453,8
216,grants,hyperspectral image,0.5263,1
216,grants,customized reconfigurable,0.4563,2
216,grants,video compression,0.4456,3
216,grants,algorithm hyperspectral,0.4267,4
216,grants,platform image,0.4111,5
216,grants,hyperspectral,0.4022,6
216,grants,reconfigurable platform,0.3944,7
216,grants,deep learning,0.3668,8
217,grants,snakes farmland,0.5673,1
217,grants,farmland edge,0.5623,2
217,grants,edge computing,0.5463,3
217,grants,detection snakes,0.5064,4
217,grants,farmland,0.3875,5
217,grants,edge,0.363,6
217,grants,snakes,0.3436,7
217,grants,detection,0.3204,8
218,grants,cloud environment,0.5424,1
218,grants,framework cloud,0.5414,2
218,grants,online assessment,0.5067,3
218,grants,lightweight container,0.4959,4
218,grants,cloud,0.4604,5
218,grants,container base,0.421,6
218,grants,assessment computer,0.4124,7
218,grants,container,0.4075,8
14,grants,nanostructures desalination,0.7337,1
14,grants,membranes 2d,0.6176,2
14,grants,membranes,0.5233,3
14,grants,desalination water,0.5229,4
14,grants,layered nanostructures,0.5129,5
14,grants,inspire membranes,0.5088,6
14,grants,desalination,0.437,7
14,grants,water remediation,0.428,8
219,grants,sign language,0.5887,1
219,grants,gesture recognition,0.517,2
219,grants,translator vocally,0.5158,3
219,grants,recognition hgr,0.4997,4
219,grants,hand gesture,0.4939,5
219,grants,gesture,0.4823,6
219,grants,vocally challenge,0.4517,7
219,grants,language translator,0.4463,8
220,grants,challenge atmospheric,0.6233,1
220,grants,atmospheric sciences,0.5563,2
220,grants,computing edgeâ,0.5025,3
220,grants,atmospheric,0.4437,4
220,grants,sciences computing,0.4341,5
220,grants,fdp research,0.3931,6
220,grants,computing,0.3374,7
220,grants,fdp,0.3293,8
221,grants,goc icritcsa,0.8686,1
221,grants,icritcsa 2022,0.8019,2
221,grants,goc,0.6563,3
221,grants,icritcsa,0.6464,4
221,grants,2022,0.4037,5
222,grants,rc beams,0.659,1
222,grants,retrofitted rc,0.6003,2
222,grants,rc jacket,0.563,3
222,grants,emission rc,0.5593,4
222,grants,rc,0.4292,5
222,grants,beams undergo,0.3611,6
222,grants,beams,0.3378,7
222,grants,carbon emission,0.3092,8
223,grants,sustainable concrete,0.5911,1
223,grants,printing sustainable,0.5388,2
223,grants,3d printing,0.5154,3
223,grants,concrete structure,0.5054,4
223,grants,concrete,0.3758,5
223,grants,printing,0.3481,6
223,grants,affordable housing,0.3428,7
223,grants,sustainable,0.3245,8
224,grants,mobility advanced,0.6661,1
224,grants,functional mobility,0.6633,2
224,grants,gait analysis,0.5899,3
224,grants,advanced gait,0.5871,4
224,grants,mobility,0.5552,5
224,grants,gait,0.4776,6
224,grants,virtual reality,0.3943,7
224,grants,enable functional,0.3739,8
227,grants,housing rural,0.6287,1
227,grants,rural india,0.5888,2
227,grants,cost housing,0.5868,3
227,grants,sustainable strengthening,0.5186,4
227,grants,housing,0.4993,5
227,grants,sustainable,0.434,6
227,grants,rural,0.3546,7
227,grants,strengthening low,0.3494,8
228,grants,cement concrete,0.6109,1
228,grants,green cement,0.5653,2
228,grants,concrete utilize,0.5265,3
